Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_9N_4tests-REVERSE_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Position (rev),Rotary.Velocity (rpm),XYZ.X Position (mm),XYZ.Z Position (mm),XYZ.Y Position (mm),
10,147.183,10,8.992604,1.365893,0.1518908,2441.291,119.7437,0,-115.398,-15.33,
10,147.283,10,8.999722,1.365682,0.1517472,2441.48,119.3763,0,-115.3979,-15.33,
10,147.383,10,9.001988,1.30214,0.1446502,2441.671,119.2363,0,-115.3979,-15.33,
10,147.483,10,9.019788,1.406561,0.1559417,2441.911,119.1312,0,-115.3979,-15.33,
10,147.583,10,9.004648,1.335994,0.1483672,2442.101,119.6288,0,-115.3979,-15.33,
10,147.683,10,8.99867,1.405558,0.1561962,2442.29,119.6262,0,-115.3981,-15.33,
10,147.783,10,9.008605,1.420629,0.1576969,2442.484,119.3175,0,-115.3981,-15.33,
10,147.883,10,9.008054,1.355278,0.1504518,2442.676,119.4738,0,-115.3981,-15.33,
10,147.983,10,9.031083,1.429193,0.1582526,2442.867,119.1362,0,-115.3981,-15.33,
10,148.083,10,9.008794,1.367335,0.1517778,2443.06,119.6262,0,-115.3981,-15.33,
10,148.183,10,8.999348,1.407402,0.1563894,2443.301,119.515,0,-115.3981,-15.33,
10,148.283,10,9.005877,1.442838,0.1602107,2443.494,119.2062,0,-115.3981,-15.33,
10,148.383,10,9.0075,1.365085,0.1515498,2443.688,119.3812,0,-115.3979,-15.33,
10,148.483,10,9.03325,1.47176,0.162927,2443.879,119.2562,0,-115.398,-15.33,
10,148.583,10,9.006601,1.356642,0.1506275,2444.066,119.3925,0,-115.3979,-15.33,
10,148.683,10,8.996218,1.405752,0.1562604,2444.261,119.605,0,-115.3979,-15.33,
10,148.783,10,9.004648,1.441952,0.1601341,2444.455,119.1438,0,-115.398,-15.33,
10,148.883,10,9.005184,1.346438,0.1495181,2444.694,119.42,0,-115.3981,-15.33,
10,148.983,10,9.026975,1.459826,0.1617181,2444.887,119.1675,0,-115.3979,-15.33,
10,149.083,10,9.006385,1.357388,0.150714,2445.077,119.1037,0,-115.3977,-15.33,
10,149.183,10,8.995208,1.407295,0.1564494,2445.272,119.7488,0,-115.3978,-15.33,
10,149.283,10,9.005398,1.452889,0.1613354,2445.459,119.2625,0,-115.3979,-15.33,
10,149.383,10,9.004469,1.360749,0.1511194,2445.652,119.42,0,-115.398,-15.33,
10,149.483,10,9.025269,1.459465,0.1617088,2445.894,119.065,0,-115.3979,-15.33,
10,149.583,10,9.00597,1.364942,0.1515597,2446.085,119.6425,0,-115.3977,-15.33,
10,149.683,10,8.994455,1.402554,0.1559354,2446.276,119.835,0,-115.3976,-15.33,
10,149.783,10,9.005261,1.461833,0.1623309,2446.467,119.285,0,-115.3976,-15.33,
10,149.883,10,9.002026,1.357638,0.1508148,2446.659,119.3787,0,-115.3974,-15.33,
10,149.983,10,9.021503,1.458004,0.1616143,2446.849,118.97,0,-115.3971,-15.33,
10,150.083,10,9.004147,1.367845,0.1519128,2447.04,119.8125,0,-115.3968,-15.33,
10,150.183,10,8.989969,1.399813,0.1557083,2447.281,119.3713,0,-115.3967,-15.33,
10,150.283,10,8.9998,1.475962,0.1639994,2447.472,119.4812,0,-115.3968,-15.33,
10,150.383,10,9.002057,1.386433,0.154013,2447.66,119.47,0,-115.3971,-15.33,
10,150.483,10,9.022494,1.479921,0.1640257,2447.853,119.1238,0,-115.3971,-15.33,
10,150.583,10,9.01019,1.407802,0.1562455,2448.045,119.7163,0,-115.3969,-15.33,
10,150.683,10,8.991623,1.426435,0.1586405,2448.237,119.2988,0,-115.3969,-15.33,
10,150.783,10,9.003066,1.501208,0.166744,2448.478,119.3275,0,-115.3969,-15.33,
10,150.883,10,9.000896,1.381098,0.1534401,2448.666,119.175,0,-115.3968,-15.33,
10,150.983,10,9.018627,1.47477,0.1635249,2448.854,118.9675,0,-115.3968,-15.33,
10,151.083,10,9.005985,1.405045,0.1560123,2449.045,119.7387,0,-115.3968,-15.33,
10,151.183,10,8.992143,1.410848,0.1568978,2449.239,119.4212,0,-115.3969,-15.33,
10,151.283,10,9.001248,1.497609,0.166378,2449.432,119.2862,0,-115.397,-15.33,
10,151.383,10,9.000155,1.404103,0.1560087,2449.671,119.2675,0,-115.397,-15.33,
10,151.483,10,9.020376,1.477014,0.163742,2449.859,119.2275,0,-115.397,-15.33,
10,151.583,10,9.008317,1.415563,0.1571396,2450.052,119.5725,0,-115.3969,-15.33,
10,151.683,10,8.994611,1.417875,0.1576361,2450.246,119.5438,0,-115.3971,-15.33,
10,151.783,10,9.004825,1.46446,0.1626306,2450.439,119.4675,0,-115.3972,-15.33,
10,151.883,10,9.001765,1.390454,0.1544646,2450.631,119.1425,0,-115.3971,-15.33,
10,151.983,10,9.019094,1.456828,0.1615271,2450.823,119.3587,0,-115.3968,-15.33,
10,152.083,10,9.009122,1.407782,0.1562618,2451.064,119.6087,0,-115.3965,-15.33,
10,152.183,10,8.994047,1.405142,0.1562302,2451.254,119.2375,0,-115.3963,-15.33,
10,152.283,10,9.001226,1.480759,0.1645063,2451.443,119.3287,0,-115.3962,-15.33,
10,152.383,10,8.996861,1.402973,0.1559402,2451.635,119.1488,0,-115.3961,-15.33,
10,152.483,10,9.015781,1.473445,0.1634296,2451.831,119.19,0,-115.3959,-15.33,
10,152.583,10,9.004623,1.404333,0.1559569,2452.022,119.8225,0,-115.3959,-15.33,
10,152.683,10,8.990625,1.403213,0.1560751,2452.216,119.18,0,-115.3959,-15.33,
10,152.783,10,9.000341,1.490111,0.1655616,2452.459,119.425,0,-115.396,-15.33,
10,152.883,10,9.000257,1.384449,0.1538233,2452.65,118.9475,0,-115.3962,-15.33,
10,152.983,10,9.015011,1.45741,0.1616648,2452.836,119.2513,0,-115.3964,-15.33,
10,153.083,10,9.006651,1.401502,0.1556074,2453.027,119.6463,0,-115.3963,-15.33,
10,153.183,10,8.992589,1.386031,0.1541303,2453.22,119.105,0,-115.3963,-15.33,
10,153.283,10,8.998518,1.484308,0.1649503,2453.411,119.3863,0,-115.3966,-15.33,
10,153.383,10,8.996904,1.386339,0.1540907,2453.646,119.1187,0,-115.3965,-15.33,
10,153.483,10,9.016571,1.448674,0.1606679,2453.839,119.0825,0,-115.3964,-15.33,
10,153.583,10,9.009265,1.416868,0.1572679,2454.03,119.81,0,-115.3964,-15.33,
10,153.683,10,8.993929,1.396241,0.1552426,2454.224,119.0487,0,-115.3962,-15.33,
10,153.783,10,9.000282,1.485237,0.1650211,2454.413,119.53,0,-115.3963,-15.33,
10,153.883,10,8.998586,1.389561,0.1544199,2454.649,119.16,0,-115.3962,-15.33,
10,153.983,10,9.014902,1.441474,0.1598991,2454.843,119.545,0,-115.3961,-15.33,
10,154.083,10,9.011546,1.391805,0.1544468,2455.035,119.2125,0,-115.3958,-15.33,
10,154.183,10,8.992923,1.386878,0.1542189,2455.228,119.245,0,-115.3957,-15.33,
10,154.283,10,8.995945,1.470185,0.1634275,2455.422,119.2012,0,-115.3956,-15.33,
10,154.383,10,8.992081,1.386713,0.1542149,2455.616,119.0675,0,-115.3956,-15.33,
10,154.483,10,9.009007,1.450187,0.1609708,2455.809,119.56,0,-115.3957,-15.33,
10,154.583,10,9.005552,1.411897,0.1567807,2456,119.4463,0,-115.3958,-15.33,
10,154.683,10,8.990642,1.398657,0.1555681,2456.195,119.3225,0,-115.3958,-15.33,
10,154.783,10,8.998165,1.490787,0.1656767,2456.431,119.3675,0,-115.3957,-15.33,
10,154.883,10,8.994738,1.410883,0.1568565,2456.621,119.0975,0,-115.3956,-15.33,
10,154.983,10,9.011007,1.450544,0.1609747,2456.815,119.5562,0,-115.3956,-15.33,
10,155.083,10,9.01023,1.413335,0.156859,2457.009,119.5925,0,-115.3956,-15.33,
10,155.183,10,8.992808,1.390152,0.1545848,2457.198,119.1425,0,-115.3956,-15.33,
10,155.283,10,8.998075,1.45361,0.1615468,2457.434,119.16,0,-115.3957,-15.33,
10,155.383,10,8.994589,1.352615,0.1503809,2457.626,119.2425,0,-115.3957,-15.33,
10,155.483,10,9.008447,1.408152,0.1563147,2457.817,119.4687,0,-115.3959,-15.33,
10,155.583,10,9.010915,1.388025,0.1540382,2458.017,119.1575,0,-115.3959,-15.33,
10,155.683,10,8.991713,1.38494,0.154024,2458.21,119.09,0,-115.3957,-15.33,
10,155.783,10,8.997654,1.484214,0.1649556,2458.4,119.43,0,-115.3958,-15.33,
10,155.883,10,8.993796,1.392824,0.154865,2458.593,119.1837,0,-115.3958,-15.33,
10,155.983,10,9.007584,1.437678,0.1596075,2458.779,119.87,0,-115.3958,-15.33,
10,156.083,10,9.008243,1.408844,0.156395,2459.02,119.075,0,-115.3959,-15.33,
10,156.183,10,8.989524,1.365997,0.1519544,2459.212,119.1238,0,-115.3957,-15.33,
10,156.283,10,8.993737,1.469561,0.1633983,2459.404,119.3925,0,-115.3957,-15.33,
10,156.383,10,8.990267,1.371317,0.1525335,2459.595,119.115,0,-115.3956,-15.33,
10,156.483,10,9.004308,1.426903,0.1584689,2459.786,119.7025,0,-115.3956,-15.33,
10,156.583,10,9.010041,1.420041,0.1576065,2459.981,119.2437,0,-115.3957,-15.33,
10,156.683,10,8.991598,1.370768,0.1524499,2460.175,119.4613,0,-115.3958,-15.33,
10,156.783,10,8.998583,1.468814,0.1632273,2460.415,119.1925,0,-115.3959,-15.33,
10,156.883,10,8.992319,1.380994,0.1535748,2460.607,119.6963,0,-115.3959,-15.33,
10,156.983,10,9.006491,1.419931,0.1576564,2460.791,119.7562,0,-115.3957,-15.33,
10,157.083,10,9.00824,1.395198,0.1548802,2460.984,119.345,0,-115.3957,-15.33,
10,157.183,10,8.990165,1.351088,0.1502852,2461.176,119.425,0,-115.3957,-15.33,
10,157.283,10,8.994081,1.466548,0.163057,2461.371,119.0537,0,-115.3959,-15.33,
10,157.383,10,8.990768,1.358294,0.1510766,2461.613,119.5375,0,-115.396,-15.33,
10,157.483,10,9.005091,1.392334,0.1546163,2461.77,119.6612,0,-115.3963,-15.33,
10,157.583,10,9.010023,1.394666,0.1547905,2461.966,119.0575,0,-115.3962,-15.33,
10,157.683,10,8.990332,1.370933,0.1524898,2462.208,119.4175,0,-115.3961,-15.33,
10,157.783,10,8.996769,1.49354,0.1660085,2462.4,119.1025,0,-115.3961,-15.33,
10,157.883,10,8.992843,1.382679,0.1537533,2462.591,119.0038,0,-115.396,-15.33,
10,157.983,10,9.005277,1.398884,0.1553405,2462.785,119.8162,0,-115.396,-15.33,
10,158.083,10,9.010376,1.415557,0.1571029,2462.977,119.1113,0,-115.3958,-15.33,
10,158.183,10,8.989725,1.370511,0.1524531,2463.164,119.3787,0,-115.3958,-15.33,
10,158.283,10,8.994109,1.496609,0.1663988,2463.355,119.19,0,-115.3958,-15.33,
10,158.383,10,8.991019,1.376854,0.1531365,2463.594,119.6437,0,-115.3957,-15.33,
10,158.483,10,9.001822,1.402599,0.1558128,2463.781,119.8725,0,-115.3956,-15.33,
10,158.583,10,9.008608,1.406801,0.1561619,2463.972,119.17,0,-115.3954,-15.33,
10,158.683,10,8.986733,1.355768,0.1508633,2464.166,119.285,0,-115.3954,-15.33,
10,158.783,10,8.991282,1.488302,0.1655273,2464.36,119.1137,0,-115.3956,-15.33,
10,158.883,10,8.98848,1.380699,0.1536076,2464.55,119.75,0,-115.3959,-15.33,
10,158.983,10,9.002308,1.409338,0.1565529,2464.791,119.47,0,-115.3961,-15.33,
10,159.083,10,9.012971,1.441578,0.1599448,2464.979,119.225,0,-115.396,-15.33,
10,159.183,10,8.992517,1.374921,0.1528962,2465.171,119.4337,0,-115.3959,-15.33,
10,159.283,10,8.992632,1.479281,0.1644992,2465.366,119.1187,0,-115.3958,-15.33,
10,159.383,10,8.993258,1.397962,0.1554455,2465.558,119.6312,0,-115.396,-15.33,
10,159.483,10,9.005118,1.403979,0.155909,2465.752,119.5837,0,-115.3961,-15.33,
10,159.583,10,9.014076,1.436727,0.159387,2465.944,119.2363,0,-115.3961,-15.33,
10,159.683,10,8.992672,1.372275,0.1525992,2466.18,119.185,0,-115.3961,-15.33,
10,159.783,10,8.995465,1.47842,0.1643517,2466.37,119.1562,0,-115.3961,-15.33,
10,159.883,10,8.993273,1.373603,0.1527367,2466.564,119.3913,0,-115.396,-15.33,
10,159.983,10,9.002152,1.396072,0.155082,2466.758,119.5912,0,-115.3959,-15.33,
10,160.083,10,9.014772,1.43935,0.1596658,2466.948,119.2,0,-115.396,-15.33,
10,160.183,10,8.992127,1.364633,0.1517587,2467.141,119.2638,0,-115.3959,-15.33,
10,160.283,10,8.990523,1.460342,0.1624313,2467.334,119.355,0,-115.3959,-15.33,
10,160.383,10,8.989734,1.374613,0.1529092,2467.575,119.7887,0,-115.3959,-15.33,
10,160.483,10,8.999199,1.391857,0.1546645,2467.76,119.7,0,-115.396,-15.33,
10,160.583,10,9.012296,1.413602,0.1568525,2467.959,119.2513,0,-115.3961,-15.33,
10,160.683,10,8.993536,1.352426,0.1503776,2468.151,119.5037,0,-115.3962,-15.33,
10,160.783,10,8.993295,1.474838,0.1639931,2468.342,119.13,0,-115.3963,-15.33,
10,160.883,10,8.99256,1.388057,0.1543562,2468.534,119.66,0,-115.3963,-15.33,
10,160.983,10,9.002119,1.406863,0.1562813,2468.775,119.1362,0,-115.3964,-15.33,
10,161.083,10,9.015472,1.440783,0.1598122,2468.967,119.4862,0,-115.3964,-15.33,
10,161.183,10,8.994713,1.390879,0.154633,2469.155,119.3163,0,-115.3962,-15.33,
10,161.283,10,8.992614,1.473247,0.1638286,2469.346,119.0738,0,-115.3961,-15.33,
10,161.383,10,8.993131,1.402119,0.15591,2469.54,119.8087,0,-115.3961,-15.33,
10,161.483,10,9.001032,1.415956,0.1573104,2469.731,119.305,0,-115.3964,-15.33,
10,161.583,10,9.018088,1.449645,0.1607486,2469.966,119.4788,0,-115.3963,-15.33,
10,161.683,10,8.995632,1.386583,0.1541396,2470.16,118.9975,0,-115.3962,-15.33,
10,161.783,10,8.997257,1.471559,0.1635564,2470.354,119.4738,0,-115.3961,-15.33,
10,161.883,10,8.9964,1.393929,0.1549429,2470.546,119.8337,0,-115.3963,-15.33,
10,161.983,10,8.999725,1.376061,0.1529004,2470.741,119.3763,0,-115.3963,-15.33,
10,162.083,10,9.017055,1.435986,0.1592522,2470.935,119.1625,0,-115.3963,-15.33,
10,162.183,10,8.995942,1.371274,0.1524326,2471.124,119.0963,0,-115.3962,-15.33,
10,162.283,10,8.992982,1.424373,0.1583872,2471.313,119.5,0,-115.3961,-15.33,
10,162.383,10,8.994087,1.385674,0.1540649,2471.554,119.7425,0,-115.3961,-15.33,
10,162.483,10,8.998199,1.37206,0.1524817,2471.746,119.4788,0,-115.3964,-15.33,
10,162.583,10,9.015745,1.429855,0.1585953,2471.938,119.3037,0,-115.3965,-15.33,
10,162.683,10,8.993632,1.350312,0.1501409,2472.125,119.3937,0,-115.3964,-15.33,
10,162.783,10,8.992601,1.423487,0.1582953,2472.316,119.6612,0,-115.3963,-15.33,
10,162.883,10,8.994326,1.396627,0.1552787,2472.507,119.3775,0,-115.3963,-15.33,
10,162.983,10,8.997273,1.369936,0.1522613,2472.742,119.2275,0,-115.3961,-15.33,
10,163.083,10,9.015726,1.431794,0.1588107,2472.935,119.1938,0,-115.3961,-15.33,
10,163.183,10,8.990926,1.354855,0.1506914,2473.126,118.9775,0,-115.396,-15.33,
10,163.283,10,8.986158,1.448404,0.1611817,2473.471,119.4175,0,-115.396,-15.33,
10,163.383,10,8.991146,1.413303,0.1571883,2473.52,119.5588,0,-115.3961,-15.33,
10,163.483,10,8.996685,1.383449,0.1537732,2473.714,119.08,0,-115.3961,-15.33,
10,163.583,10,9.015051,1.439886,0.1597203,2473.906,119.5387,0,-115.3961,-15.33,
10,163.683,10,8.992765,1.361084,0.1513532,2474.142,119.235,0,-115.3958,-15.33,
10,163.783,10,8.989611,1.443423,0.1605657,2474.332,119.775,0,-115.3958,-15.33,
10,163.883,10,8.991713,1.402784,0.1560086,2474.524,119.8425,0,-115.3961,-15.33,
10,163.983,10,8.99801,1.354725,0.1505584,2474.716,119.1988,0,-115.3962,-15.33,
10,164.083,10,9.015986,1.44049,0.1597707,2475.014,119.4325,0,-115.3962,-15.33,
10,164.183,10,8.994264,1.346997,0.1497617,2475.106,118.8363,0,-115.396,-15.33,
10,164.283,10,8.988205,1.433723,0.1595116,2475.298,119.695,0,-115.3959,-15.33,
10,164.383,10,8.990198,1.420022,0.1579522,2475.539,119.3863,0,-115.3958,-15.33,
10,164.483,10,8.994837,1.353573,0.1504833,2475.724,118.9275,0,-115.3959,-15.33,
10,164.583,10,9.011769,1.428926,0.1585622,2475.915,119.4437,0,-115.3959,-15.33,
10,164.683,10,8.993796,1.346685,0.1497349,2476.107,119.17,0,-115.396,-15.33,
10,164.783,10,8.989269,1.421444,0.1581268,2476.302,119.7125,0,-115.3961,-15.33,
10,164.883,10,8.995317,1.42489,0.1584035,2476.495,119.5313,0,-115.3962,-15.33,
10,164.983,10,8.999453,1.405785,0.1562078,2476.688,119.27,0,-115.3961,-15.33,
10,165.083,10,9.01624,1.431118,0.1587267,2476.926,119.0225,0,-115.3961,-15.33,
10,165.183,10,8.995762,1.349666,0.1500335,2477.119,119.475,0,-115.3959,-15.33,
10,165.283,10,8.986932,1.420116,0.1580201,2477.307,119.4975,0,-115.3959,-15.33,
10,165.383,10,8.994307,1.431661,0.1591741,2477.495,119.245,0,-115.3958,-15.33,
10,165.483,10,8.995474,1.385414,0.1540123,2477.686,119.3112,0,-115.3958,-15.33,
10,165.583,10,9.015339,1.432826,0.1589321,2477.921,119.17,0,-115.396,-15.33,
10,165.683,10,8.998248,1.36388,0.1515717,2478.114,119.7012,0,-115.396,-15.33,
10,165.783,10,8.991653,1.416508,0.1575359,2478.307,119.6475,0,-115.396,-15.33,
10,165.883,10,9.000379,1.439578,0.1599464,2478.501,119.5238,0,-115.3962,-15.33,
10,165.983,10,9.002933,1.383689,0.1536932,2478.69,119.4388,0,-115.3962,-15.33,
10,166.083,10,9.021029,1.426718,0.1581547,2478.881,119.265,0,-115.3962,-15.33,
10,166.183,10,9.000041,1.358869,0.1509848,2479.119,119.2437,0,-115.3961,-15.33,
10,166.283,10,8.988755,1.401885,0.1559598,2479.31,119.4888,0,-115.396,-15.33,
10,166.383,10,8.994122,1.418213,0.1576822,2479.502,119.5212,0,-115.396,-15.33,
10,166.483,10,8.99714,1.376454,0.152988,2479.692,119.16,0,-115.3963,-15.33,
10,166.583,10,9.018274,1.401674,0.1554259,2479.884,119.1562,0,-115.3966,-15.33,
10,166.683,10,8.998103,1.330477,0.1478619,2480.073,119.3013,0,-115.3966,-15.33,
10,166.783,10,8.988932,1.391314,0.1547808,2480.264,119.7937,0,-115.3965,-15.33,
10,166.883,10,8.993864,1.42349,0.1582735,2480.502,119.2838,0,-115.3966,-15.33,
10,166.983,10,8.99561,1.36375,0.1516017,2480.695,119.2313,0,-115.3967,-15.33,
10,167.083,10,9.016909,1.438126,0.1594921,2480.886,119.3913,0,-115.3966,-15.33,
10,167.183,10,8.995942,1.341953,0.1491732,2481.079,119.35,0,-115.3963,-15.33,
10,167.283,10,8.985555,1.385365,0.1541769,2481.271,119.6725,0,-115.3964,-15.33,
10,167.383,10,8.994032,1.432339,0.1592544,2481.506,119.1325,0,-115.3966,-15.33,
10,167.483,10,8.996119,1.359957,0.1511715,2481.7,119.3037,0,-115.3968,-15.33,
10,167.583,10,9.017646,1.445277,0.1602721,2481.891,119.1975,0,-115.3968,-15.33,
10,167.683,10,8.99901,1.351436,0.1501761,2482.085,119.165,0,-115.3967,-15.33,
10,167.783,10,8.99048,1.393523,0.1549998,2482.279,119.815,0,-115.3967,-15.33,
10,167.883,10,8.998493,1.43157,0.1590899,2482.47,119.0537,0,-115.3969,-15.33,
10,167.983,10,9.001128,1.362328,0.1513508,2482.657,119.6012,0,-115.3969,-15.33,
10,168.083,10,9.019061,1.441367,0.1598134,2482.899,119.1125,0,-115.3968,-15.33,
10,168.183,10,9.001954,1.36982,0.1521691,2483.091,119.7863,0,-115.3968,-15.33,
10,168.283,10,8.989947,1.413238,0.157202,2483.28,119.9,0,-115.3968,-15.33,
10,168.383,10,9.001543,1.431144,0.1589888,2483.469,119.2225,0,-115.3969,-15.33,
10,168.483,10,8.998583,1.34095,0.1490179,2483.664,119.3538,0,-115.3969,-15.33,
10,168.583,10,9.020992,1.413322,0.1566704,2483.855,118.99,0,-115.3969,-15.33,
10,168.683,10,9.003506,1.341963,0.149049,2484.045,119.7625,0,-115.3968,-15.33,
10,168.783,10,8.990437,1.371365,0.152536,2484.281,119.3125,0,-115.3966,-15.33,
10,168.883,10,8.997512,1.414443,0.1572037,2484.475,119.0563,0,-115.3965,-15.33,
10,168.983,10,8.996666,1.370914,0.1523802,2484.665,119.4075,0,-115.3964,-15.33,
10,169.083,10,9.015803,1.44465,0.1602353,2484.856,119.205,0,-115.3963,-15.33,
10,169.183,10,8.998248,1.355323,0.1506208,2485.042,119.7475,0,-115.3962,-15.33,
10,169.283,10,8.98269,1.369742,0.1524868,2485.282,119.4325,0,-115.3961,-15.33,
10,169.383,10,8.991944,1.458085,0.1621546,2485.472,119.2425,0,-115.3961,-15.33,
10,169.483,10,8.990366,1.346649,0.149788,2485.661,119.4212,0,-115.3959,-15.33,
10,169.583,10,9.010493,1.446995,0.16059,2485.851,119.1162,0,-115.3958,-15.33,
10,169.683,10,8.996805,1.351839,0.1502576,2486.045,119.6825,0,-115.3957,-15.33,
10,169.783,10,8.982328,1.374239,0.1529937,2486.231,119.2412,0,-115.3956,-15.33,
10,169.883,10,8.990319,1.454035,0.1617334,2486.471,119.405,0,-115.3956,-15.33,
10,169.983,10,8.990966,1.352144,0.1503891,2486.664,119.2738,0,-115.3956,-15.33,
10,170.083,10,9.008986,1.436882,0.1594944,2486.855,119.1225,0,-115.3956,-15.33,
10,170.183,10,8.996753,1.3591,0.1510656,2487.044,119.7812,0,-115.3956,-15.33,
10,170.283,10,8.980458,1.370209,0.1525768,2487.234,119.3325,0,-115.3956,-15.33,
10,170.383,10,8.989443,1.449278,0.16122,2487.474,119.5037,0,-115.3959,-15.33,
10,170.483,10,8.989174,1.347662,0.1499206,2487.669,118.9863,0,-115.3959,-15.33,
10,170.583,10,9.008106,1.442923,0.1601805,2487.86,119.4563,0,-115.396,-15.33,
10,170.683,10,8.998787,1.377253,0.1530487,2488.054,119.7625,0,-115.396,-15.33,
10,170.783,10,8.984013,1.375847,0.1531439,2488.245,119.4238,0,-115.396,-15.33,
10,170.883,10,8.991443,1.462281,0.1626303,2488.435,119.1825,0,-115.3962,-15.33,
10,170.983,10,8.992149,1.360243,0.15127,2488.626,119.1675,0,-115.3962,-15.33,
10,171.083,10,9.011633,1.427536,0.1584104,2488.821,119.3737,0,-115.3963,-15.33,
10,171.183,10,9.002493,1.367546,0.1519075,2489.063,119.6262,0,-115.3962,-15.33,
10,171.283,10,8.986808,1.366407,0.1520458,2489.254,119.1825,0,-115.3962,-15.33,
10,171.383,10,8.991533,1.452779,0.1615718,2489.448,119.2463,0,-115.3963,-15.33,
10,171.483,10,8.991966,1.340041,0.1490264,2489.641,119.3237,0,-115.3964,-15.33,
10,171.583,10,9.011636,1.412397,0.1567303,2489.884,119.32,0,-115.3964,-15.33,
10,171.683,10,9.004453,1.37083,0.1522391,2490.027,120.0512,0,-115.3964,-15.33,
10,171.783,10,8.989991,1.376789,0.1531468,2490.221,119.1637,0,-115.3964,-15.33,
10,171.883,10,8.996208,1.452288,0.1614334,2490.46,119.25,0,-115.3962,-15.33,
10,171.983,10,8.993419,1.366614,0.1519572,2490.649,119.015,0,-115.3962,-15.33,
10,172.083,10,9.014544,1.440835,0.1598344,2490.84,119.1087,0,-115.3962,-15.33,
10,172.183,10,9.007512,1.375662,0.1527238,2491.031,119.6762,0,-115.396,-15.33,
10,172.283,10,8.987793,1.365588,0.1519381,2491.226,119.1012,0,-115.3958,-15.33,
10,172.383,10,8.989964,1.467022,0.1631844,2491.419,119.4275,0,-115.3959,-15.33,
10,172.483,10,8.988601,1.323349,0.1472252,2491.605,119.0938,0,-115.396,-15.33,
10,172.583,10,9.005212,1.411608,0.1567545,2491.847,119.84,0,-115.3959,-15.33,
10,172.683,10,9.002484,1.347529,0.1496841,2492.041,119.3525,0,-115.396,-15.33,
10,172.783,10,8.981839,1.312944,0.1461776,2492.235,119.1938,0,-115.396,-15.33,
10,172.883,10,8.988322,1.442666,0.1605045,2492.427,119.485,0,-115.396,-15.33,
10,172.983,10,8.988168,1.297921,0.1444033,2492.62,119.0038,0,-115.3961,-15.33,
10,173.083,10,9.00314,1.401414,0.1556583,2492.811,119.4725,0,-115.3963,-15.33,
10,173.183,10,9.004803,1.386735,0.1539995,2493.046,119.3487,0,-115.3961,-15.33,
10,173.283,10,8.985854,1.36048,0.1514024,2493.237,119.2725,0,-115.396,-15.33,
10,173.383,10,8.991549,1.464138,0.1628349,2493.43,119.2738,0,-115.3961,-15.33,
10,173.483,10,8.996054,1.337901,0.1487208,2493.621,119.165,0,-115.3962,-15.33,
10,173.583,10,9.00976,1.415998,0.1571627,2493.809,119.5175,0,-115.3961,-15.33,
10,173.683,10,9.002917,1.333919,0.1481652,2494.001,119.6675,0,-115.3958,-15.33,
10,173.783,10,8.97948,1.294934,0.1442103,2494.194,119.3388,0,-115.3958,-15.33,
10,173.883,10,8.98291,1.414975,0.1575186,2494.429,119.0938,0,-115.396,-15.33,
10,173.983,10,8.983461,1.280869,0.1425808,2494.621,119.2937,0,-115.3961,-15.33,
10,174.083,10,8.99801,1.365517,0.1517576,2494.816,119.6025,0,-115.396,-15.33,
10,174.183,10,9.004911,1.367563,0.1518685,2495.007,119.3,0,-115.396,-15.33,
10,174.283,10,8.982613,1.32632,0.1476542,2495.193,119.2337,0,-115.396,-15.33,
10,174.383,10,8.982994,1.43759,0.1600347,2495.385,119.1938,0,-115.396,-15.33,
10,174.483,10,8.982774,1.283454,0.1428795,2495.626,119.2225,0,-115.3962,-15.33,
10,174.583,10,8.997468,1.367455,0.1519823,2495.818,119.9187,0,-115.3963,-15.33,
10,174.683,10,9.002016,1.363643,0.1514819,2496.006,119.5387,0,-115.396,-15.33,
10,174.783,10,8.979612,1.293316,0.1440281,2496.2,119.1775,0,-115.396,-15.33,
10,174.883,10,8.98409,1.424935,0.1586065,2496.394,119.4487,0,-115.3961,-15.33,
10,174.983,10,8.982328,1.288221,0.1434173,2496.585,119.2237,0,-115.3962,-15.33,
10,175.083,10,8.996908,1.357463,0.1508811,2496.82,119.7925,0,-115.3964,-15.33,
10,175.183,10,9.004599,1.39098,0.1544744,2497.011,119.1187,0,-115.3964,-15.33,
10,175.283,10,8.983439,1.315188,0.1464014,2497.204,119.1263,0,-115.3964,-15.33,
10,175.383,10,8.985009,1.428075,0.1589398,2497.396,119.2738,0,-115.3967,-15.33,
10,175.483,10,8.984917,1.288936,0.1434555,2497.581,119.1263,0,-115.3969,-15.33,
10,175.583,10,8.999654,1.355495,0.1506164,2497.775,119.91,0,-115.3969,-15.33,
10,175.683,10,9.002661,1.361237,0.1512038,2498.016,119.1575,0,-115.3966,-15.33,
10,175.783,10,8.986616,1.347126,0.1499036,2498.21,119.4212,0,-115.3965,-15.33,
10,175.883,10,8.992455,1.463157,0.1627094,2498.4,119.3975,0,-115.3966,-15.33,
10,175.983,10,8.984239,1.282002,0.1426946,2498.59,119.1312,0,-115.3966,-15.33,
10,176.083,10,8.997874,1.362389,0.1514124,2498.781,119.8725,0,-115.3965,-15.33,
