Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.X Position (mm),XYZ.Z Position (mm),RTC.Temperature (°C),
7,114.346,7,2.990761,0.460697,0.1540401,159.0225,661.17,-12.33,0,-116.3836,25.1,
7,114.446,7,3.009786,0.4900278,0.1628115,159.11,661.4225,-12.33,0,-116.3835,25.1,
7,114.546,7,3.006433,0.4701665,0.1563868,159.0638,661.675,-12.33,0,-116.3834,25.1,
7,114.646,7,2.992714,0.4830393,0.1614051,159.0925,661.93,-12.33,0,-116.3832,25.1,
7,114.746,7,2.988432,0.4693482,0.157055,158.9262,662.1838,-12.33,0,-116.3834,25.1,
7,114.846,7,3.010833,0.4965682,0.1649272,159.2725,662.4412,-12.33,0,-116.3836,25.1,
7,114.946,7,3.005569,0.4803797,0.1598299,159.4137,662.6962,-12.33,0,-116.3838,25.1,
7,115.046,7,2.992665,0.4825977,0.1612602,159.27,663.0125,-12.33,0,-116.3837,25.1,
7,115.146,7,2.998309,0.4880436,0.162773,159.4987,663.2675,-12.33,0,-116.3838,25.1,
7,115.246,7,3.009573,0.4928758,0.1637694,159.2762,663.525,-12.33,0,-116.3837,25.1,
7,115.346,7,3.004427,0.4852346,0.1615066,159.5137,663.7837,-12.33,0,-116.3834,25.1,
7,115.446,7,2.987265,0.4853483,0.1624725,158.8787,664.0412,-12.33,0,-116.3833,25.1,
7,115.546,7,3.000724,0.5016764,0.1671851,158.7688,664.2975,-12.33,0,-116.3835,25.1,
7,115.646,7,3.006938,0.4950029,0.1646203,158.97,664.55,-12.33,0,-116.3835,25,
7,115.746,7,2.99864,0.4972631,0.1658295,159.0813,664.8688,-12.33,0,-116.3834,25,
7,115.846,7,2.985444,0.4843448,0.1622354,159.3125,665.12,-12.33,0,-116.3833,25,
7,115.946,7,3.001823,0.5037774,0.1678238,159.0537,665.3763,-12.33,0,-116.3835,25,
7,116.046,7,3.002953,0.4865563,0.1620259,159.1675,665.63,-12.33,0,-116.3834,25,
7,116.146,7,2.992798,0.4932785,0.1648219,159.2188,665.8875,-12.33,0,-116.3835,25,
7,116.246,7,2.986271,0.4868518,0.16303,159.0262,666.2012,-12.33,0,-116.3835,25,
7,116.346,7,3.007771,0.5079017,0.1688632,158.95,666.4538,-12.33,0,-116.3838,25,
7,116.446,7,3.003173,0.4973573,0.1656106,159.0762,666.7288,-12.33,0,-116.3839,25,
7,116.546,7,2.990442,0.4987407,0.1667783,159.1888,666.9813,-12.33,0,-116.3841,25,
7,116.646,7,2.992079,0.4947691,0.1653596,159.2312,667.235,-12.33,0,-116.384,25,
7,116.746,7,3.007507,0.5029526,0.1672324,159.2287,667.4925,-12.33,0,-116.3841,25,
7,116.846,7,3.002665,0.4993025,0.1662865,159.3525,667.7424,-12.33,0,-116.384,25.1,
7,116.946,7,2.986723,0.4957855,0.1659965,159.1487,668.0662,-12.33,0,-116.3839,25.1,
7,117.046,7,2.999848,0.5075412,0.169189,159.2475,668.3237,-12.33,0,-116.3841,25.1,
7,117.146,7,3.006709,0.5045179,0.1677974,159.1662,668.5812,-12.33,0,-116.3843,25.1,
7,117.246,7,3.003903,0.4999909,0.1664471,159.1387,668.8425,-12.33,0,-116.3845,25.1,
7,117.346,7,2.992906,0.4872448,0.1627999,159.1425,669.095,-12.33,0,-116.3846,25.1,
7,117.446,7,3.007975,0.5077881,0.1688139,158.9362,669.345,-12.33,0,-116.3848,25.1,
7,117.546,7,3.012241,0.4923855,0.1634615,159.015,669.6025,-12.33,0,-116.3846,25.1,
7,117.646,7,3.003482,0.4999877,0.1664693,159.0587,669.9225,-12.33,0,-116.3844,25.1,
7,117.746,7,2.991971,0.483783,0.1616938,159.1212,670.1788,-12.33,0,-116.3841,25.1,
7,117.846,7,3.01235,0.503443,0.1671264,158.9837,670.4337,-12.33,0,-116.384,25.1,
7,117.946,7,3.006984,0.4876669,0.1621781,159.0175,670.6863,-12.33,0,-116.384,25.1,
7,118.046,7,2.995597,0.4906286,0.1637833,159.0713,670.9437,-12.33,0,-116.3839,25.1,
7,118.146,7,2.994154,0.4859263,0.1622917,159.3225,671.1987,-12.33,0,-116.3836,25.1,
7,118.246,7,3.012446,0.497734,0.1652259,159.2375,671.4538,-12.33,0,-116.3836,25.1,
7,118.346,7,3.007219,0.4878975,0.1622421,159.465,671.7787,-12.33,0,-116.3838,25.1,
7,118.446,7,2.994141,0.4933792,0.1647815,159.5675,672.0313,-12.33,0,-116.3837,25.1,
7,118.546,7,3.00195,0.4958277,0.1651686,159.5063,672.2888,-12.33,0,-116.3838,25.1,
7,118.646,7,3.015619,0.4840623,0.1605184,159.3288,672.5388,-12.33,0,-116.3837,25.1,
7,118.746,7,3.014535,0.4655552,0.1544368,159.2775,672.7975,-12.33,0,-116.3835,25.1,
7,118.846,7,2.991169,0.4805453,0.1606547,159.0725,673.0525,-12.33,0,-116.3835,25.1,
7,118.946,7,3.004297,0.4964253,0.1652384,158.9112,673.31,-12.33,0,-116.3835,25.1,
7,119.046,7,3.009476,0.4805745,0.1596871,158.9662,673.63,-12.33,0,-116.3833,25.1,
7,119.146,7,2.99951,0.4914015,0.1638273,159.2412,673.8875,-12.33,0,-116.3832,25.1,
7,119.246,7,2.98854,0.4828607,0.1615708,158.8913,674.1462,-12.33,0,-116.3832,25.1,
7,119.346,7,3.007312,0.5003969,0.1663934,158.9487,674.4037,-12.33,0,-116.3834,25.1,
7,119.446,7,3.005805,0.4837343,0.1609334,158.9212,674.6675,-12.33,0,-116.3832,25.1,
7,119.546,7,2.993699,0.4944833,0.1651747,158.99,674.9225,-12.33,0,-116.3831,25.1,
7,119.646,7,2.988299,0.4734919,0.1584486,159.225,675.175,-12.33,0,-116.3831,25.1,
7,119.746,7,3.00891,0.4940741,0.1642037,159.1975,675.435,-12.33,0,-116.383,25.1,
7,119.846,7,2.999894,0.4801719,0.160063,159.4425,675.755,-12.33,0,-116.3829,25.1,
7,119.946,7,2.989141,0.4829517,0.1615687,159.3562,676.005,-12.33,0,-116.3832,25.1,
7,120.046,7,2.994442,0.4864849,0.1624626,159.305,676.2588,-12.33,0,-116.3832,25.1,
7,120.146,7,3.006043,0.4986952,0.1658976,159.225,676.515,-12.33,0,-116.383,25.1,
7,120.246,7,3.002101,0.4865173,0.1620589,159.1275,676.7687,-12.33,0,-116.3827,25.1,
7,120.346,7,2.985392,0.4862283,0.1628692,159.2925,677.0262,-12.33,0,-116.3826,25.1,
7,120.446,7,2.99969,0.5005918,0.1668812,159.0225,677.3425,-12.33,0,-116.3825,25.1,
7,120.546,7,3.002792,0.4874526,0.1623331,159.2162,677.6038,-12.33,0,-116.3823,25.1,
7,120.646,7,2.995733,0.4862251,0.1623059,159.0225,677.86,-12.33,0,-116.3824,25.1,
7,120.746,7,2.981949,0.4798666,0.1609238,158.9475,678.115,-12.33,0,-116.3825,25.1,
7,120.846,7,3.000659,0.5040632,0.1679842,158.8387,678.3637,-12.33,0,-116.3826,25.1,
7,120.946,7,3.003696,0.4808896,0.1600993,158.9162,678.6212,-12.33,0,-116.3828,25.1,
7,121.046,7,2.993519,0.4918821,0.1643157,159.2275,678.9413,-12.33,0,-116.3829,25.1,
7,121.146,7,2.985754,0.4782137,0.1601651,159.1275,679.1962,-12.33,0,-116.3827,25.1,
7,121.246,7,3.007764,0.4988121,0.1658415,159.1812,679.4512,-12.33,0,-116.3826,25.1,
7,121.346,7,3.003098,0.4725631,0.1573585,159.1788,679.7075,-12.33,0,-116.3825,25.1,
7,121.446,7,2.990708,0.4744467,0.1586403,158.9837,679.9625,-12.33,0,-116.3824,25.1,
7,121.546,7,2.989141,0.4715792,0.1577641,159.02,680.2313,-12.33,0,-116.3823,25.1,
7,121.646,7,3.005185,0.4856925,0.1616181,159.2337,680.4887,-12.33,0,-116.3823,25.1,
7,121.746,7,2.999557,0.4753689,0.1584797,159.2375,680.7499,-12.33,0,-116.3821,25.1,
7,121.846,7,2.983745,0.4723553,0.1583096,159.4063,681.0099,-12.33,0,-116.382,25.1,
7,121.946,7,2.995185,0.4857932,0.1621914,159.23,681.27,-12.33,0,-116.3822,25.1,
7,122.046,7,3.004006,0.4808896,0.1600828,159.305,681.5838,-12.33,0,-116.3823,25.1,
7,122.146,7,2.998947,0.4721475,0.1574378,159.0625,681.8437,-12.33,0,-116.3827,25.1,
7,122.246,7,2.988955,0.4555953,0.1524263,159.0713,682.1,-12.33,0,-116.3827,25.1,
7,122.346,7,3.001303,0.4828607,0.1608837,158.8587,682.3612,-12.33,0,-116.3826,25,
7,122.446,7,3.005832,0.4658409,0.154979,159.2875,682.6175,-12.33,0,-116.3826,25,
7,122.546,7,2.993937,0.4786553,0.1598749,159.0762,682.8775,-12.33,0,-116.3823,25,
7,122.646,7,2.981757,0.4621778,0.1550018,159.0638,683.13,-12.33,0,-116.3821,25,
7,122.746,7,3.002092,0.4890731,0.1629107,159.035,683.4463,-12.33,0,-116.382,25,
7,122.846,7,2.99608,0.4725469,0.1577217,159.0638,683.7025,-12.33,0,-116.3819,25,
7,122.946,7,2.985927,0.4774375,0.1598959,159.1463,683.96,-12.33,0,-116.3818,25,
7,123.046,7,2.981785,0.4678479,0.156902,159.165,684.2175,-12.33,0,-116.3818,25,
7,123.146,7,3.000866,0.488586,0.162815,159.1837,684.4725,-12.33,0,-116.382,25,
7,123.246,7,2.995655,0.4733068,0.1579978,159.5212,684.7337,-12.33,0,-116.3823,25,
7,123.346,7,2.986959,0.4704458,0.1575,159.4637,684.9912,-12.33,0,-116.3824,25,
7,123.446,7,2.993429,0.4699619,0.1569978,159.1675,685.2463,-12.33,0,-116.3828,25.1,
7,123.546,7,3.003482,0.471826,0.157093,159.1962,685.4987,-12.33,0,-116.3829,25.1,
7,123.646,7,2.998523,0.4838577,0.1613654,159.3375,685.8225,-12.33,0,-116.3829,25.1,
7,123.746,7,2.982379,0.474294,0.1590321,159.2437,686.08,-12.33,0,-116.3829,25.1,
7,123.846,7,2.996433,0.4856373,0.1620718,159.0837,686.3375,-12.33,0,-116.3832,25.1,
7,123.946,7,3.00029,0.4757294,0.1585611,159.1075,686.5925,-12.33,0,-116.3833,25.1,
7,124.046,7,2.991086,0.4789768,0.1601348,159.0313,686.855,-12.33,0,-116.3833,25.1,
7,124.146,7,2.981029,0.4634541,0.1554678,158.9037,687.1162,-12.33,0,-116.3831,25.1,
7,124.246,7,2.998498,0.4891445,0.1631299,158.7813,687.3688,-12.33,0,-116.3831,25.1,
7,124.346,7,2.997795,0.4749402,0.1584299,159.0063,687.63,-12.33,0,-116.3832,25.1,
7,124.446,7,2.987878,0.4877774,0.1632521,159.1487,687.95,-12.33,0,-116.3833,25.1,
7,124.546,7,2.982512,0.4767621,0.1598525,159.2162,688.2075,-12.33,0,-116.3836,25.1,
7,124.646,7,3.003891,0.5052875,0.168211,159.0038,688.4612,-12.33,0,-116.3837,25.1,
7,124.746,7,2.997544,0.4943112,0.1649054,159.0525,688.7162,-12.33,0,-116.3837,25.1,
7,124.846,7,2.98676,0.495818,0.1660053,159.3737,688.9713,-12.33,0,-116.3837,25.1,
7,124.946,7,2.991692,0.4970975,0.1661593,159.2113,689.2275,-12.33,0,-116.3837,25.1,
7,125.046,7,3.001786,0.5017348,0.1671454,159.3775,689.5438,-12.33,0,-116.3838,25.1,
7,125.146,7,2.997352,0.4907163,0.1637166,159.4875,689.7975,-12.33,0,-116.3839,25.1,
7,125.246,7,2.983358,0.4847767,0.1624937,159.3925,690.055,-12.33,0,-116.3839,25.1,
7,125.346,7,2.995049,0.5008515,0.1672265,159.1687,690.3074,-12.33,0,-116.384,25.1,
7,125.446,7,3.001405,0.4973833,0.1657168,158.9125,690.5612,-12.33,0,-116.384,25.1,
7,125.546,7,2.994866,0.5030857,0.1679827,159.0987,690.8762,-12.33,0,-116.3838,25.1,
7,125.646,7,2.982509,0.4905604,0.1644791,158.8887,691.1325,-12.33,0,-116.3838,25.1,
7,125.746,7,3.00073,0.5203686,0.173414,159.0362,691.3862,-12.33,0,-116.3839,25.1,
7,125.846,7,3.001959,0.5041054,0.1679255,158.7337,691.6437,-12.33,0,-116.384,25.1,
7,125.946,7,2.99381,0.5107659,0.1706073,158.9937,691.9012,-12.33,0,-116.3839,25.1,
7,126.046,7,2.986986,0.4921971,0.1647805,159.0462,692.1562,-12.33,0,-116.384,25.1,
7,126.146,7,3.00799,0.5096034,0.1694166,158.9037,692.4088,-12.33,0,-116.384,25.1,
7,126.246,7,3.001975,0.5003871,0.166686,159.0462,692.7313,-12.33,0,-116.3839,25.1,
7,126.346,7,2.991287,0.506541,0.1693388,159.235,692.9887,-12.33,0,-116.384,25.1,
7,126.446,7,2.990064,0.5051414,0.16894,159.385,693.2413,-12.33,0,-116.384,25.1,
7,126.546,7,3.007919,0.519219,0.1726173,159.2113,693.5013,-12.33,0,-116.3841,25.1,
7,126.646,7,3.002956,0.510464,0.1699871,159.3587,693.76,-12.33,0,-116.3839,25,
7,126.746,7,2.986822,0.5066807,0.1696387,159.3125,694.0175,-12.33,0,-116.3838,25,
7,126.846,7,2.997625,0.5211058,0.1738396,158.9662,694.27,-12.33,0,-116.3837,25,
7,126.946,7,3.004278,0.5145492,0.1712722,159.145,694.5325,-12.33,0,-116.384,25,
7,127.046,7,3.000259,0.5120389,0.1706649,159.09,694.8488,-12.33,0,-116.384,25,
7,127.146,7,2.989367,0.5045925,0.1687958,159.1837,695.0975,-12.33,0,-116.3839,25,
7,127.246,7,3.002715,0.5225996,0.1740424,158.9025,695.35,-12.33,0,-116.384,25,
7,127.346,7,3.005931,0.5056837,0.1682286,158.795,695.6075,-12.33,0,-116.3838,25,
7,127.446,7,2.997906,0.5102106,0.170189,158.9,695.8725,-12.33,0,-116.3838,25,
7,127.546,7,2.986181,0.4968117,0.1663702,158.8062,696.1274,-12.33,0,-116.3838,25,
7,127.646,7,3.00848,0.520453,0.1729954,158.8575,696.4475,-12.33,0,-116.3838,25,
7,127.746,7,3.003591,0.5046932,0.1680299,159.04,696.6987,-12.33,0,-116.3838,25,
7,127.846,7,2.993107,0.5073139,0.1694941,159.225,696.95,-12.33,0,-116.3836,25.1,
7,127.946,7,2.988881,0.4988966,0.1669175,159.11,697.205,-12.33,0,-116.3835,25.1,
7,128.046,7,3.008213,0.5160722,0.1715544,159.0038,697.465,-12.33,0,-116.3835,25.1,
7,128.146,7,3.003133,0.5014718,0.1669829,159.3862,697.7213,-12.33,0,-116.3835,25.1,
7,128.246,7,2.98946,0.5015497,0.1677727,159.225,697.9788,-12.33,0,-116.3835,25.1,
7,128.346,7,2.995668,0.5039333,0.1682207,159.315,698.2987,-12.33,0,-116.3837,25.1,
7,128.446,7,3.005523,0.5029916,0.1673558,159.3037,698.5562,-12.33,0,-116.3836,25.1,
7,128.546,7,3.001736,0.4977112,0.1658078,159.3712,698.8125,-12.33,0,-116.3837,25.1,
7,128.646,7,2.985624,0.489859,0.1640725,159.3188,699.0713,-12.33,0,-116.3837,25.1,
7,128.746,7,3.001337,0.5063365,0.1687036,159.0938,699.3237,-12.33,0,-116.3836,25.1,
7,128.846,7,3.005591,0.4947918,0.1646238,158.8913,699.58,-12.33,0,-116.3835,25.1,
7,128.946,7,2.996764,0.4984711,0.1663365,158.8425,699.8937,-12.33,0,-116.3834,25.1,
7,129.046,7,2.987794,0.4890276,0.1636751,158.9025,700.1512,-12.33,0,-116.3835,25.1,
7,129.146,7,3.004368,0.5104412,0.1698997,158.85,700.405,-12.33,0,-116.3834,25.1,
7,129.246,7,3.004427,0.4952334,0.1648346,158.8525,700.6625,-12.33,0,-116.3835,25.1,
7,129.346,7,2.993107,0.5019167,0.1676908,158.93,700.9187,-12.33,0,-116.3834,25.1,
7,129.446,7,2.988153,0.493048,0.1650009,159.025,701.175,-12.33,0,-116.3836,25.1,
7,129.546,7,3.010826,0.5028455,0.1670124,159.135,701.425,-12.33,0,-116.3836,25.1,
7,129.646,7,3.004362,0.4894336,0.1629077,159.2762,701.7438,-12.33,0,-116.3836,25.1,
7,129.746,7,2.990302,0.4943762,0.1653265,159.42,701.9999,-12.33,0,-116.3837,25.1,
7,129.846,7,2.994411,0.4915931,0.1641702,159.3175,702.2513,-12.33,0,-116.3836,25.1,
7,129.946,7,3.007966,0.4992505,0.1659762,159.1525,702.5012,-12.33,0,-116.3835,25.1,
7,130.046,7,3.002467,0.4930642,0.1642197,159.42,702.76,-12.33,0,-116.3833,25.1,
7,130.146,7,2.98746,0.488258,0.1634358,159.1487,703.0163,-12.33,0,-116.3834,25,
7,130.246,7,2.999659,0.5014133,0.1671568,159.0987,703.3312,-12.33,0,-116.3836,25,
7,130.346,7,3.005934,0.497117,0.1653785,159.1925,703.5875,-12.33,0,-116.3837,25,
7,130.446,7,3.00003,0.5003839,0.166793,159.1637,703.84,-12.33,0,-116.3836,25,
7,130.546,7,2.985265,0.4909631,0.1644621,159.04,704.0962,-12.33,0,-116.3837,25,
7,130.646,7,3.003996,0.5097885,0.1697034,158.9287,704.3525,-12.33,0,-116.3839,25,
7,130.746,7,3.004483,0.4936422,0.1643019,159.0388,704.6113,-12.33,0,-116.3839,25,
7,130.846,7,2.997708,0.5016374,0.1673403,158.8813,704.9362,-12.33,0,-116.3841,25,
7,130.946,7,2.989513,0.4884073,0.1633736,158.9987,705.1938,-12.33,0,-116.3844,25,
7,131.046,7,3.011696,0.5100548,0.169358,158.9775,705.4462,-12.33,0,-116.3845,25,
7,131.146,7,3.007015,0.4957044,0.1648493,159.1425,705.7012,-12.33,0,-116.3846,25,
7,131.246,7,2.998008,0.5000364,0.1667895,159.1362,705.9512,-12.33,0,-116.3847,25.1,
7,131.346,7,2.995293,0.496409,0.1657297,159.365,706.2063,-12.33,0,-116.3845,25.1,
7,131.446,7,3.010767,0.5114836,0.1698848,159.3288,706.4675,-12.33,0,-116.3843,25.1,
7,131.546,7,3.005801,0.5044757,0.167834,159.4713,706.7213,-12.33,0,-116.384,25.1,
7,131.646,7,2.989844,0.5020953,0.1679336,159.4538,707.0425,-12.33,0,-116.384,25.1,
7,131.746,7,3.001894,0.5125812,0.1707526,159.4588,707.3,-12.33,0,-116.3842,25.1,
7,131.846,7,3.008154,0.5118083,0.1701403,159.3875,707.5613,-12.33,0,-116.3845,25.1,
7,131.946,7,3.004668,0.5090708,0.1694266,159.225,707.8175,-12.33,0,-116.3847,25.1,
7,132.046,7,2.99325,0.5073984,0.1695142,158.8313,708.0712,-12.33,0,-116.3849,25.1,
7,132.146,7,3.006034,0.5218397,0.1735974,158.91,708.3337,-12.33,0,-116.3848,25.1,
7,132.246,7,3.011594,0.5137113,0.1705779,158.9563,708.6462,-12.33,0,-116.3847,25.1,
7,132.346,7,3.003287,0.5214695,0.1736329,159.13,708.9037,-12.33,0,-116.3848,25.1,
7,132.446,7,2.993058,0.5106977,0.1706274,158.9837,709.16,-12.33,0,-116.3851,25.1,
7,132.546,7,3.015015,0.5333291,0.176891,158.98,709.4138,-12.33,0,-116.3849,25.1,
7,132.646,7,3.01091,0.5162703,0.1714665,158.8887,709.6687,-12.33,0,-116.3849,25.1,
7,132.746,7,2.998749,0.5199952,0.1734041,159.0063,709.9262,-12.33,0,-116.3848,25.1,
7,132.846,7,2.996148,0.510727,0.1704612,159.2962,710.1825,-12.33,0,-116.3847,25.1,
7,132.946,7,3.0147,0.5259444,0.17446,159.2275,710.505,-12.33,0,-116.3849,25.1,
7,133.046,7,3.01035,0.5129872,0.1704078,159.5325,710.7625,-12.33,0,-116.3849,25.1,
7,133.146,7,2.998216,0.5112109,0.170505,159.2925,711.015,-12.33,0,-116.3848,25.1,
7,133.246,7,3.00648,0.5172348,0.17204,159.3725,711.2725,-12.33,0,-116.3849,25.1,
7,133.346,7,3.017913,0.5174361,0.1714549,159.3212,711.525,-12.33,0,-116.3848,25.1,
7,133.446,7,3.015759,0.5153448,0.170884,158.8787,711.7838,-12.33,0,-116.3848,25.1,
7,133.546,7,3.001925,0.5064436,0.1687063,158.89,712.0413,-12.33,0,-116.3848,25,
7,133.646,7,3.017641,0.5111491,0.169387,158.9462,712.3612,-12.33,0,-116.3847,25,
7,133.746,7,3.023678,0.498075,0.1647249,159.3487,712.6175,-12.33,0,-116.3846,25,
7,133.846,7,3.016827,0.5007021,0.1659698,159.04,712.8775,-12.33,0,-116.3844,25,
7,133.946,7,3.010495,0.4836726,0.1606621,158.9462,713.1324,-12.33,0,-116.3844,25,
7,134.046,7,3.032354,0.5061741,0.1669245,158.9937,713.3875,-12.33,0,-116.3847,25,
7,134.146,7,3.038125,0.4901122,0.1613206,158.8475,713.645,-12.33,0,-116.3847,25,
7,134.246,7,3.015393,0.4630059,0.1535475,159.1438,713.9012,-12.33,0,-116.3845,25,
7,134.346,7,3.007123,0.4425763,0.147176,159.08,714.2175,-12.33,0,-116.3847,25,
7,134.446,7,3.028319,0.4781942,0.1579074,159.1737,714.4763,-12.33,0,-116.3847,25,
7,134.546,7,3.023706,0.4630482,0.1531393,159.1775,714.7312,-12.33,0,-116.3845,25,
7,134.646,7,2.997015,0.4687604,0.1564091,159.2213,714.9937,-12.33,0,-116.3841,25.1,
7,134.746,7,2.994275,0.4479606,0.1496057,159.2312,715.2487,-12.33,0,-116.3841,25.1,
7,134.846,7,3.006647,0.4658117,0.1549273,159.3325,715.505,-12.33,0,-116.3841,25.1,
7,134.946,7,2.998916,0.4660033,0.1553906,159.31,715.7575,-12.33,0,-116.3842,25.1,
7,135.046,7,2.984358,0.4727385,0.1584055,159.3,716.0099,-12.33,0,-116.3843,25.1,
7,135.146,7,2.996306,0.4942787,0.1649627,159.2475,716.3287,-12.33,0,-116.3847,25.1,
7,135.246,7,3.002266,0.4860919,0.1619084,159.245,716.59,-12.33,0,-116.3847,25.1,
7,135.346,7,2.99694,0.4874364,0.1626447,159.0225,716.8425,-12.33,0,-116.3847,25.1,
7,135.446,7,2.98389,0.4818476,0.161483,159.2137,717.0925,-12.33,0,-116.3846,25.1,
7,135.546,7,3.000454,0.508457,0.16946,158.8975,717.355,-12.33,0,-116.3847,25.1,
7,135.646,7,3.000798,0.4971722,0.16568,159.125,717.6125,-12.33,0,-116.3848,25,
7,135.746,7,2.993442,0.5052842,0.1687971,159.0313,717.8724,-12.33,0,-116.3849,25,
7,135.846,7,2.985859,0.4929473,0.1650939,159.0837,718.1937,-12.33,0,-116.3849,25,
7,135.946,7,3.009511,0.5227165,0.1736882,159.0788,718.4487,-12.33,0,-116.385,25,
7,136.046,7,3.003526,0.5080965,0.1691667,159.165,718.7,-12.33,0,-116.3849,25,
7,136.146,7,2.992637,0.5141238,0.1717963,159.0887,718.955,-12.33,0,-116.3851,25,
7,136.246,7,2.989847,0.50494,0.1688849,159.2437,719.2075,-12.33,0,-116.3849,25,
7,136.346,7,3.008368,0.5234829,0.1740089,159.325,719.5225,-12.33,0,-116.3849,25,
7,136.446,7,3.003987,0.5089766,0.1694337,159.4713,719.7813,-12.33,0,-116.3848,25,
7,136.546,7,2.989213,0.5108082,0.1708839,159.4375,720.0363,-12.33,0,-116.3848,25,
7,136.646,7,2.999482,0.5169133,0.1723342,159.3212,720.29,-12.33,0,-116.385,25,
7,136.746,7,3.006656,0.5093923,0.1694215,159.4425,720.5475,-12.33,0,-116.3853,25.1,
7,136.846,7,3.005145,0.5064533,0.1685288,159.025,720.8038,-12.33,0,-116.3854,25.1,
7,136.946,7,2.991699,0.5039463,0.1684482,159.0575,721.0525,-12.33,0,-116.3852,25.1,
7,137.046,7,3.006219,0.5177544,0.1722278,159.175,721.3737,-12.33,0,-116.3853,25.1,
7,137.146,7,3.011433,0.4810292,0.1597343,158.9362,721.63,-12.33,0,-116.3853,25.1,
7,137.246,7,3.002303,0.4903851,0.1633363,159.0187,721.8824,-12.33,0,-116.3853,25.1,
7,137.346,7,2.991708,0.4767036,0.1593416,158.9538,722.14,-12.33,0,-116.3854,25.1,
7,137.446,7,3.013947,0.4976625,0.1651199,158.9875,722.405,-12.33,0,-116.3851,25.1,
7,137.546,7,3.010254,0.4645127,0.1543102,159.21,722.6563,-12.33,0,-116.3851,25.1,
7,137.646,7,3.000145,0.4823476,0.1607748,159.0625,722.97,-12.33,0,-116.3851,25.1,
7,137.746,7,3.000262,0.4674582,0.1558058,159.1987,723.225,-12.33,0,-116.3852,25.1,
7,137.846,7,3.020697,0.5003352,0.1656357,158.9937,723.4788,-12.33,0,-116.3853,25.1,
7,137.946,7,3.016105,0.4723715,0.1566164,159.0938,723.7363,-12.33,0,-116.3853,25.1,
7,138.046,7,2.9982,0.4953471,0.1652148,159.2875,723.9887,-12.33,0,-116.3851,25.1,
7,138.146,7,3.002383,0.4901382,0.1632497,159.2675,724.2413,-12.33,0,-116.3852,25.1,
7,138.246,7,3.01722,0.4757586,0.1576811,159.435,724.5575,-12.33,0,-116.3853,25.1,
7,138.346,7,3.012768,0.4790223,0.1589974,159.4025,724.8112,-12.33,0,-116.3852,25.1,
7,138.446,7,2.998767,0.4636197,0.1546035,159.375,725.0625,-12.33,0,-116.3851,25.1,
7,138.546,7,3.013511,0.4935285,0.163772,159.3125,725.3187,-12.33,0,-116.3849,25.1,
7,138.646,7,2.997699,0.4738556,0.1580731,158.9612,725.58,-12.33,0,-116.3849,25.1,
7,138.746,7,2.992813,0.4864914,0.1625532,158.9025,725.835,-12.33,0,-116.385,25.1,
7,138.846,7,2.980822,0.4687701,0.157262,158.8612,726.1512,-12.33,0,-116.3851,25.1,
7,138.946,7,3.016808,0.5013127,0.1661732,159.1162,726.4037,-12.33,0,-116.3854,25.1,
7,139.046,7,3.036307,0.495214,0.1630975,159.0375,726.66,-12.33,0,-116.3852,25.1,
7,139.146,7,3.020127,0.5014133,0.1660239,159.0412,726.9175,-12.33,0,-116.3851,25.1,
7,139.246,7,3.011021,0.4930512,0.1637488,159.0175,727.1725,-12.33,0,-116.3849,25.1,
7,139.346,7,3.03161,0.519521,0.171368,159.1938,727.435,-12.33,0,-116.385,25.1,
7,139.446,7,3.024369,0.5035144,0.1664858,159.32,727.6913,-12.33,0,-116.3848,25.1,
7,139.546,7,3.013532,0.510425,0.1693776,159.3137,727.9437,-12.33,0,-116.3846,25.1,
7,139.646,7,3.013526,0.5091552,0.1689566,159.425,728.2599,-12.33,0,-116.3843,25.1,
7,139.746,7,3.027164,0.5093858,0.1682716,159.4525,728.515,-12.33,0,-116.3841,25.1,
7,139.846,7,3.018177,0.4840363,0.1603737,159.295,728.7713,-12.33,0,-116.3839,25.1,
7,139.946,7,3.007842,0.4609828,0.1532603,159.17,729.0287,-12.33,0,-116.3839,25.1,
7,140.046,7,3.01996,0.4854392,0.1607436,158.9512,729.285,-12.33,0,-116.3838,25.1,
7,140.146,7,3.021585,0.4745051,0.1570385,159.0737,729.54,-12.33,0,-116.3837,25.1,
7,140.246,7,3.016953,0.4794444,0.1589168,158.9538,729.8563,-12.33,0,-116.3838,25.1,
7,140.346,7,3.001913,0.468913,0.1562048,159.1125,730.1075,-12.33,0,-116.3839,25.1,
7,140.446,7,3.018316,0.4969773,0.1646539,159.1113,730.3675,-12.33,0,-116.384,25.1,
7,140.546,7,3.02179,0.4873097,0.1612653,159.03,730.625,-12.33,0,-116.3839,25.1,
7,140.646,7,3.012684,0.4953049,0.1644065,158.9688,730.8799,-12.33,0,-116.3838,25.1,
7,140.746,7,3.002182,0.4814156,0.1603552,159.0313,731.135,-12.33,0,-116.3835,25.1,
7,140.846,7,3.024774,0.5050634,0.1669756,159.075,731.4512,-12.33,0,-116.3833,25.1,
