Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.X Position (mm),XYZ.Z Position (mm),RTC.Temperature (°C),
4,134.348,4,2.991101,0.453767,0.1517057,118.9962,267.045,-9.33,0,-116.3792,25.1,
4,134.448,4,2.997052,0.4646881,0.1550484,119.8375,267.2825,-9.33,0,-116.3794,25.1,
4,134.548,4,3.006591,0.4639997,0.1543275,119.165,267.475,-9.33,0,-116.3794,25.1,
4,134.648,4,3.001343,0.4619895,0.1539276,119.3775,267.6637,-9.33,0,-116.3793,25.1,
4,134.748,4,2.994272,0.4745733,0.1584937,118.9375,267.855,-9.33,0,-116.3793,25.1,
4,134.848,4,2.990361,0.4580373,0.1531713,118.9037,268.0437,-9.33,0,-116.3791,25.1,
4,134.948,4,2.997479,0.4726735,0.1576904,119.7787,268.235,-9.33,0,-116.3791,25.1,
4,135.048,4,3.007241,0.4669775,0.1552844,119.2412,268.4738,-9.33,0,-116.3793,25.1,
4,135.148,4,3.001622,0.4638405,0.15453,119.3525,268.6613,-9.33,0,-116.3793,25.1,
4,135.248,4,2.994993,0.4766939,0.1591636,119.095,268.855,-9.33,0,-116.3793,25.1,
4,135.348,4,2.992141,0.4600962,0.1537682,119.52,269.0487,-9.33,0,-116.3793,25.1,
4,135.448,4,2.9966,0.470475,0.157003,119.825,269.2412,-9.33,0,-116.3793,25.1,
4,135.548,4,3.010263,0.4662794,0.1548966,119.4475,269.4312,-9.33,0,-116.3794,25.1,
4,135.648,4,3.003325,0.453728,0.1510753,119.2675,269.6687,-9.33,0,-116.3794,25.1,
4,135.748,4,2.997216,0.4698808,0.1567724,119.0437,269.86,-9.33,0,-116.3794,25.1,
4,135.848,4,2.994253,0.454095,0.1516555,119.6787,270.05,-9.33,0,-116.3793,25.1,
4,135.948,4,2.998445,0.464857,0.1550327,119.4687,270.24,-9.33,0,-116.3795,25.1,
4,136.048,4,3.01243,0.4629312,0.1536737,119.2475,270.4312,-9.33,0,-116.3796,25.1,
4,136.148,4,3.003975,0.4507631,0.1500556,119.4625,270.67,-9.33,0,-116.3793,25.1,
4,136.248,4,2.998383,0.4668184,0.1556901,119.1375,270.86,-9.33,0,-116.3793,25.1,
4,136.348,4,2.994247,0.450224,0.150363,119.755,271.05,-9.33,0,-116.3794,25.1,
4,136.448,4,2.998083,0.4588752,0.1530562,119.5475,271.2412,-9.33,0,-116.3797,25.1,
4,136.548,4,3.014102,0.4551601,0.1510102,119.3013,271.43,-9.33,0,-116.38,25.1,
4,136.648,4,3.007114,0.4492466,0.1493946,119.4888,271.6237,-9.33,0,-116.3799,25.1,
4,136.748,4,3.000711,0.4664027,0.1554307,118.8825,271.8612,-9.33,0,-116.3798,25.1,
4,136.848,4,2.996584,0.4463921,0.148967,119.6737,272.0488,-9.33,0,-116.3794,25.1,
4,136.948,4,2.998841,0.4608529,0.153677,119.445,272.2412,-9.33,0,-116.3794,25.1,
4,137.048,4,3.014678,0.4598072,0.1525228,119.2537,272.435,-9.33,0,-116.3794,25.1,
4,137.148,4,3.005928,0.4448398,0.1479875,119.0875,272.6275,-9.33,0,-116.3792,25.1,
4,137.248,4,2.998705,0.4669873,0.1557296,118.9262,272.8213,-9.33,0,-116.3791,25.1,
4,137.348,4,2.993243,0.4501266,0.1503809,119.4675,273.0137,-9.33,0,-116.3791,25.1,
4,137.448,4,2.993993,0.4564364,0.1524507,119.8363,273.2513,-9.33,0,-116.3792,25.1,
4,137.548,4,3.01309,0.454975,0.1509995,119.435,273.4413,-9.33,0,-116.3794,25,
4,137.648,4,3.005275,0.4465285,0.1485816,118.9425,273.6313,-9.33,0,-116.3793,25,
4,137.748,4,3.000064,0.4602586,0.1534162,119.465,273.82,-9.33,0,-116.3793,25,
4,137.848,4,2.994844,0.4463141,0.1490275,119.6062,274.0112,-9.33,0,-116.3793,25,
4,137.948,4,2.993918,0.4582517,0.1530608,119.4788,274.2087,-9.33,0,-116.3793,25,
4,138.048,4,3.012498,0.4543872,0.150834,119.3275,274.4463,-9.33,0,-116.3793,25,
4,138.148,4,3.005798,0.4476813,0.1489392,119.045,274.6375,-9.33,0,-116.3793,25,
4,138.248,4,2.999733,0.4691598,0.1564005,119.21,274.83,-9.33,0,-116.3793,25,
4,138.348,4,2.994699,0.4491394,0.1499781,119.8538,275.0225,-9.33,0,-116.379,25,
4,138.448,4,2.992835,0.4561149,0.1524023,119.4437,275.2137,-9.33,0,-116.3789,25,
4,138.548,4,3.01391,0.4589726,0.1522848,119.3075,275.405,-9.33,0,-116.3791,25.1,
4,138.648,4,3.006346,0.4441156,0.147726,119.17,275.5975,-9.33,0,-116.3791,25.1,
4,138.748,4,3.000439,0.4650031,0.1549784,119.1912,275.835,-9.33,0,-116.3791,25.1,
4,138.848,4,2.996693,0.4478047,0.149433,119.74,276.0237,-9.33,0,-116.379,25.1,
4,138.948,4,2.993621,0.4514548,0.1508056,119.2337,276.215,-9.33,0,-116.3788,25.1,
4,139.048,4,3.014672,0.4554849,0.1510894,119.4337,276.4037,-9.33,0,-116.3789,25.1,
4,139.148,4,3.006399,0.4453204,0.1481242,118.9375,276.5975,-9.33,0,-116.3789,25.1,
4,139.248,4,3.001309,0.4638081,0.1545353,119.0175,276.8337,-9.33,0,-116.3788,25.1,
4,139.348,4,2.99555,0.4429823,0.1478801,119.8425,277.025,-9.33,0,-116.3786,25.1,
4,139.448,4,2.992364,0.4474475,0.1495298,119.4363,277.2175,-9.33,0,-116.3786,25.1,
4,139.548,4,3.014836,0.4545496,0.1507709,119.3562,277.4088,-9.33,0,-116.3787,25.1,
4,139.648,4,3.004919,0.438004,0.1457623,119.1825,277.5975,-9.33,0,-116.3785,25.1,
4,139.748,4,3.000885,0.4508086,0.1502252,119.1938,277.7875,-9.33,0,-116.3784,25.1,
4,139.848,4,2.995668,0.4393906,0.1466753,119.9487,278.0287,-9.33,0,-116.3783,25.1,
4,139.948,4,2.992686,0.437624,0.1462312,119.3013,278.22,-9.33,0,-116.3782,25.1,
4,140.048,4,3.015232,0.4538806,0.1505293,119.1512,278.41,-9.33,0,-116.3782,25.1,
4,140.148,4,3.005374,0.4285864,0.1426067,118.8512,278.605,-9.33,0,-116.3781,25.1,
4,140.248,4,3.003201,0.4455672,0.1483641,119.735,278.7987,-9.33,0,-116.3782,25.1,
4,140.348,4,2.995965,0.4376565,0.146082,119.6813,278.9887,-9.33,0,-116.3781,25.1,
4,140.448,4,2.992727,0.4311389,0.1440622,119.2275,279.1787,-9.33,0,-116.3782,25.1,
4,140.548,4,3.015393,0.4530461,0.1502444,119.3987,279.42,-9.33,0,-116.3783,25.1,
4,140.648,4,3.007507,0.4367699,0.1452266,119.0913,279.6125,-9.33,0,-116.3783,25.1,
4,140.748,4,3.005417,0.4482788,0.1491569,119.7163,279.8025,-9.33,0,-116.3782,25.1,
4,140.848,4,2.999804,0.4427679,0.147599,119.415,279.9925,-9.33,0,-116.3781,25,
4,140.948,4,2.99582,0.4413358,0.1473172,119.3737,280.1812,-9.33,0,-116.3782,25,
4,141.048,4,3.01787,0.4567936,0.1513629,119.5163,280.375,-9.33,0,-116.3782,25,
4,141.148,4,3.008223,0.4407253,0.1465069,118.8625,280.6162,-9.33,0,-116.3783,25,
4,141.248,4,3.006662,0.4385203,0.1458495,119.3562,280.81,-9.33,0,-116.3783,25,
4,141.348,4,2.997841,0.4325255,0.144279,119.71,281.0013,-9.33,0,-116.378,25,
4,141.448,4,2.991795,0.4134501,0.1381947,119.5037,281.1888,-9.33,0,-116.3779,25,
4,141.548,4,3.012257,0.4375623,0.1452606,119.2387,281.3812,-9.33,0,-116.3777,25,
4,141.648,4,3.003117,0.4180875,0.1392178,118.9637,281.5738,-9.33,0,-116.3776,25,
4,141.748,4,3.001077,0.4270601,0.1423023,119.4225,281.7675,-9.33,0,-116.3775,25,
4,141.848,4,2.994426,0.4306518,0.1438178,119.8087,282.0062,-9.33,0,-116.3774,25,
4,141.948,4,2.990643,0.4269497,0.1427618,119.3812,282.2025,-9.33,0,-116.3774,25.1,
4,142.048,4,3.011015,0.4508768,0.1497424,119.215,282.3962,-9.33,0,-116.3774,25.1,
4,142.148,4,2.999557,0.4245044,0.1415224,119.1,282.5887,-9.33,0,-116.3773,25.1,
4,142.248,4,2.996621,0.4289761,0.1431533,119.7138,282.78,-9.33,0,-116.377,25.1,
4,142.348,4,2.986825,0.4318728,0.1445926,119.2412,282.975,-9.33,0,-116.377,25.1,
4,142.448,4,2.982803,0.4197144,0.1407114,119.505,283.1675,-9.33,0,-116.3772,25.1,
4,142.548,4,3.005408,0.4514776,0.1502217,119.1963,283.365,-9.33,0,-116.3773,25.1,
4,142.648,4,2.996405,0.4267418,0.142418,118.9225,283.555,-9.33,0,-116.3772,25.1,
4,142.748,4,2.994853,0.4343863,0.1450443,119.92,283.79,-9.33,0,-116.3769,25.1,
4,142.848,4,2.98715,0.440735,0.1475436,119.5287,283.985,-9.33,0,-116.3767,25.1,
4,142.948,4,2.981484,0.4271121,0.1432548,119.4938,284.1812,-9.33,0,-116.3767,25.1,
4,143.048,4,3.001055,0.4513444,0.1503952,118.9863,284.3737,-9.33,0,-116.377,25,
4,143.148,4,2.994101,0.4335615,0.1448052,119.325,284.5638,-9.33,0,-116.3771,25,
4,143.248,4,2.993067,0.4378546,0.1462896,119.785,284.7513,-9.33,0,-116.3769,25,
4,143.348,4,2.984633,0.4414722,0.1479151,119.4812,284.99,-9.33,0,-116.3771,25,
4,143.448,4,2.979522,0.4264691,0.1431334,119.4938,285.18,-9.33,0,-116.3771,25,
4,143.548,4,2.998597,0.4590148,0.1530765,119.0475,285.3687,-9.33,0,-116.3773,25,
4,143.648,4,2.987596,0.4129045,0.1382063,119.405,285.56,-9.33,0,-116.3775,25,
4,143.748,4,2.988008,0.4285117,0.1434105,119.595,285.7513,-9.33,0,-116.3775,25,
4,143.848,4,2.982413,0.4296678,0.1440672,119.5337,285.9875,-9.33,0,-116.3777,25,
4,143.948,4,2.976757,0.4240854,0.1424656,119.33,286.1825,-9.33,0,-116.3776,25,
4,144.048,4,2.994095,0.4450704,0.1486494,119.1525,286.3737,-9.33,0,-116.3777,25,
4,144.148,4,2.990021,0.4265567,0.1426601,119.4325,286.5625,-9.33,0,-116.3779,25,
4,144.248,4,2.989095,0.4419853,0.1478659,119.5238,286.7525,-9.33,0,-116.3778,25,
4,144.348,4,2.980138,0.4403811,0.1477721,119.675,286.9463,-9.33,0,-116.3779,25,
4,144.448,4,2.976977,0.4264885,0.1432623,119.4775,287.1387,-9.33,0,-116.378,25,
4,144.548,4,2.995324,0.4501786,0.1502938,119.0638,287.3788,-9.33,0,-116.3783,25,
4,144.648,4,2.992432,0.4500357,0.1503913,119.5175,287.5675,-9.33,0,-116.3784,25,
4,144.748,4,2.993575,0.4554069,0.1521281,119.6113,287.7612,-9.33,0,-116.3784,25,
4,144.848,4,2.987974,0.4695106,0.1571334,119.3763,287.955,-9.33,0,-116.3786,25,
4,144.948,4,2.983311,0.4574625,0.1533405,119.3175,288.145,-9.33,0,-116.3789,25,
4,145.048,4,3.001687,0.4700269,0.1565876,119.1025,288.3362,-9.33,0,-116.3789,25,
4,145.148,4,2.994795,0.4478632,0.1495472,119.4013,288.5725,-9.33,0,-116.3789,25,
4,145.248,4,2.995182,0.4573489,0.1526949,119.7262,288.7625,-9.33,0,-116.3791,25,
4,145.348,4,2.988503,0.4651882,0.1556592,119.275,288.9525,-9.33,0,-116.3791,25.1,
4,145.448,4,2.98419,0.450302,0.1508958,119.205,289.1462,-9.33,0,-116.3792,25.1,
4,145.548,4,3.003284,0.4693125,0.1562664,119.0525,289.34,-9.33,0,-116.3793,25.1,
4,145.648,4,2.997655,0.4514581,0.1506037,119.2487,289.5287,-9.33,0,-116.3794,25.1,
4,145.748,4,2.996631,0.4613822,0.153967,119.6575,289.7662,-9.33,0,-116.3793,25.1,
4,145.848,4,2.990355,0.4734139,0.1583136,119.2525,289.9587,-9.33,0,-116.3793,25.1,
4,145.948,4,2.98481,0.4508248,0.1510397,119.3275,290.1475,-9.33,0,-116.3795,25.1,
4,146.048,4,3.005622,0.4912878,0.1634563,119.0612,290.3387,-9.33,0,-116.3799,25.1,
4,146.148,4,3.003049,0.4637496,0.1544262,119.1687,290.5287,-9.33,0,-116.38,25.1,
4,146.248,4,3.001445,0.4722481,0.1573403,119.7163,290.72,-9.33,0,-116.3801,25.1,
4,146.348,4,2.995213,0.4850593,0.1619449,119.4825,290.96,-9.33,0,-116.3799,25.1,
4,146.448,4,2.989058,0.4677602,0.1564909,119.49,291.1525,-9.33,0,-116.3799,25.1,
4,146.548,4,3.007548,0.4791132,0.1593036,118.8863,291.3487,-9.33,0,-116.3797,25.1,
4,146.648,4,3.004996,0.4700301,0.1564162,119.5438,291.5413,-9.33,0,-116.3797,25.1,
4,146.748,4,3.001718,0.4754436,0.1583905,119.4625,291.7312,-9.33,0,-116.3797,25.1,
4,146.848,4,2.994835,0.4828088,0.1612138,119.3475,291.9212,-9.33,0,-116.3793,25.1,
4,146.948,4,2.988516,0.4608951,0.1542221,119.275,292.1125,-9.33,0,-116.3792,25.1,
4,147.048,4,3.005455,0.4766127,0.1585826,118.78,292.3512,-9.33,0,-116.3793,25.1,
4,147.148,4,3.004396,0.4657176,0.1550121,119.7625,292.5388,-9.33,0,-116.3793,25.1,
4,147.248,4,3.001464,0.4656428,0.1551386,119.37,292.73,-9.33,0,-116.3793,25.1,
4,147.348,4,2.995739,0.4792496,0.1599771,119.4287,292.9237,-9.33,0,-116.3796,25.1,
4,147.448,4,2.989482,0.4581056,0.1532391,118.9275,293.1175,-9.33,0,-116.3794,25.1,
4,147.548,4,3.006498,0.4746707,0.1578816,119.0112,293.3087,-9.33,0,-116.3795,25,
4,147.648,4,3.006058,0.4636782,0.1542479,119.7688,293.545,-9.33,0,-116.3796,25,
4,147.748,4,3.004111,0.4634021,0.154256,119.3713,293.7375,-9.33,0,-116.3796,25,
4,147.848,4,2.997519,0.4738199,0.1580707,119.335,293.93,-9.33,0,-116.3795,25,
4,147.948,4,2.991246,0.4559363,0.1524235,119.105,294.1237,-9.33,0,-116.3796,25,
4,148.048,4,3.006839,0.4716052,0.1568442,119.41,294.3125,-9.33,0,-116.3796,25,
4,148.148,4,3.007805,0.4635255,0.1541076,119.6412,294.5038,-9.33,0,-116.3796,25,
4,148.248,4,3.003402,0.4620122,0.1538296,119.5175,294.6938,-9.33,0,-116.3795,25,
4,148.348,4,2.997083,0.4716896,0.1573829,119.4413,294.9337,-9.33,0,-116.3792,25,
4,148.448,4,2.989516,0.458794,0.1534677,119.1912,295.1237,-9.33,0,-116.3792,25,
4,148.548,4,3.006306,0.4745765,0.1578604,119.4325,295.3188,-9.33,0,-116.3793,25,
4,148.648,4,3.00712,0.4594598,0.1527906,119.4437,295.5075,-9.33,0,-116.3794,25,
4,148.748,4,3.003934,0.4593363,0.1529116,119.6963,295.6975,-9.33,0,-116.3794,25,
4,148.848,4,2.998721,0.471118,0.1571063,119.41,295.8887,-9.33,0,-116.3794,25,
4,148.948,4,2.993943,0.4529649,0.1512937,118.865,296.1263,-9.33,0,-116.3794,25,
4,149.048,4,3.009201,0.4664515,0.1550084,119.4613,296.3162,-9.33,0,-116.3794,25,
4,149.148,4,3.009068,0.4629767,0.1538605,119.6362,296.5063,-9.33,0,-116.3793,25,
4,149.248,4,3.005334,0.4613952,0.1535254,119.5238,296.6987,-9.33,0,-116.3791,25,
4,149.348,4,2.998807,0.466341,0.1555088,119.4775,296.8912,-9.33,0,-116.379,25,
4,149.448,4,2.99298,0.4497986,0.1502845,119.1312,297.1325,-9.33,0,-116.379,25,
4,149.548,4,3.008024,0.4593883,0.1527209,119.2887,297.3212,-9.33,0,-116.3792,25,
4,149.648,4,3.01108,0.4536079,0.1506462,119.655,297.5088,-9.33,0,-116.3794,25,
4,149.748,4,3.009071,0.4521822,0.150273,119.2738,297.7,-9.33,0,-116.3795,25,
4,149.848,4,3.003027,0.4601839,0.15324,119.4862,297.89,-9.33,0,-116.3795,25,
4,149.948,4,2.996349,0.4468499,0.1491315,119.2,298.0837,-9.33,0,-116.3793,25,
4,150.048,4,3.010582,0.4571118,0.1518351,119.08,298.28,-9.33,0,-116.3793,25,
4,150.148,4,3.013963,0.4548224,0.1509051,119.66,298.515,-9.33,0,-116.3794,25,
4,150.248,4,3.010117,0.4482236,0.1489057,119.295,298.7075,-9.33,0,-116.3793,25,
4,150.348,4,3.004483,0.4632268,0.1541786,119.4825,298.8987,-9.33,0,-116.3791,25,
4,150.448,4,2.998649,0.4426413,0.1476136,119.1225,299.095,-9.33,0,-116.3792,25,
4,150.548,4,3.011594,0.4514191,0.1498937,118.9925,299.2838,-9.33,0,-116.3792,25,
4,150.648,4,3.015418,0.4522602,0.1499826,119.715,299.4737,-9.33,0,-116.3793,25,
4,150.748,4,3.012597,0.439579,0.1459136,119.475,299.7125,-9.33,0,-116.3793,25,
4,150.848,4,3.004653,0.4581835,0.1524913,119.4938,299.9025,-9.33,0,-116.379,25,
4,150.948,4,3.000179,0.4316422,0.1438722,118.9737,300.0912,-9.33,0,-116.379,25.1,
4,151.048,4,3.009727,0.4432128,0.1472601,119.645,300.2838,-9.33,0,-116.3792,25.1,
4,151.148,4,3.012319,0.4385917,0.1455994,119.715,300.475,-9.33,0,-116.3791,25.1,
4,151.248,4,3.008848,0.4205555,0.1397729,119.3525,300.665,-9.33,0,-116.3791,25.1,
4,151.348,4,3.00107,0.4395854,0.1464762,119.4437,300.9012,-9.33,0,-116.3789,25.1,
4,151.448,4,2.995692,0.4190779,0.1398935,119.0512,301.0963,-9.33,0,-116.3787,25.1,
4,151.548,4,3.006628,0.4335127,0.1441857,119.7775,301.2888,-9.33,0,-116.3787,25.1,
4,151.648,4,3.010746,0.4334608,0.1439712,119.345,301.4775,-9.33,0,-116.3787,25.1,
4,151.748,4,3.008,0.4203899,0.1397573,119.4425,301.67,-9.33,0,-116.3787,25.1,
4,151.848,4,3.001346,0.4469279,0.1489092,119.4912,301.8575,-9.33,0,-116.3787,25.1,
4,151.948,4,2.996519,0.4194643,0.1399839,119.0375,302.0938,-9.33,0,-116.379,25.1,
4,152.048,4,3.007201,0.4364452,0.1451334,119.6612,302.2825,-9.33,0,-116.3791,25.1,
4,152.148,4,3.010517,0.4355002,0.1446596,119.2125,302.4763,-9.33,0,-116.3791,25.1,
4,152.248,4,3.007579,0.4240757,0.1410024,119.3675,302.6712,-9.33,0,-116.3788,25.1,
4,152.348,4,2.998269,0.4472429,0.149167,119.475,302.8625,-9.33,0,-116.3785,25.1,
4,152.448,4,2.994758,0.4184317,0.1397214,118.8175,303.0512,-9.33,0,-116.3784,25.1,
4,152.548,4,3.001851,0.4355846,0.1451053,119.7625,303.2875,-9.33,0,-116.3784,25.1,
4,152.648,4,3.009486,0.4353411,0.1446563,119.3412,303.4763,-9.33,0,-116.3783,25.1,
4,152.748,4,3.003306,0.4257839,0.1417717,119.5187,303.6662,-9.33,0,-116.3782,25.1,
4,152.848,4,2.996816,0.4507923,0.1504238,119.4525,303.8575,-9.33,0,-116.3781,25.1,
4,152.948,4,2.992507,0.4233515,0.1414705,119.4575,304.0663,-9.33,0,-116.3781,25.1,
4,153.048,4,3.000702,0.4413293,0.1470754,119.405,304.255,-9.33,0,-116.3782,25.1,
4,153.148,4,3.006817,0.4400368,0.1463464,119.6925,304.4437,-9.33,0,-116.3781,25,
4,153.248,4,3.001235,0.4269789,0.1422678,119.3675,304.6862,-9.33,0,-116.378,25,
4,153.348,4,2.993405,0.450289,0.150427,119.1037,304.8775,-9.33,0,-116.3777,25,
4,153.448,4,2.990021,0.4269562,0.1427937,119.4975,305.0687,-9.33,0,-116.3779,25,
4,153.548,4,2.996386,0.4389197,0.146483,119.5863,305.2575,-9.33,0,-116.378,25,
4,153.648,4,3.006334,0.4394945,0.1461895,119.4912,305.4475,-9.33,0,-116.3781,25,
4,153.748,4,3.000786,0.4320189,0.1439686,119.45,305.64,-9.33,0,-116.3782,25,
4,153.848,4,2.994519,0.449318,0.1500468,119.1625,305.8825,-9.33,0,-116.3781,25,
4,153.948,4,2.991274,0.4330451,0.1447694,119.4475,306.07,-9.33,0,-116.3781,25,
4,154.048,4,2.996392,0.4422938,0.1476088,119.67,306.2613,-9.33,0,-116.3781,25,
4,154.148,4,3.006808,0.4431804,0.1473923,119.3213,306.4525,-9.33,0,-116.3781,25,
4,154.248,4,3.000204,0.440157,0.146709,119.0337,306.6462,-9.33,0,-116.3781,25,
4,154.348,4,2.994151,0.4525979,0.1511607,119.305,306.8362,-9.33,0,-116.3782,25.1,
4,154.448,4,2.98985,0.4401278,0.1472073,119.3287,307.0275,-9.33,0,-116.3783,25.1,
4,154.548,4,2.994751,0.4455445,0.1487751,119.5737,307.2625,-9.33,0,-116.3785,25.1,
4,154.648,4,3.009604,0.4521011,0.1502195,119.2038,307.4525,-9.33,0,-116.3786,25.1,
4,154.748,4,3.002235,0.4401408,0.1466044,119.1238,307.6437,-9.33,0,-116.3788,25.1,
4,154.848,4,2.996225,0.4492011,0.1499224,119.145,307.8375,-9.33,0,-116.3788,25.1,
4,154.948,4,2.990525,0.4329022,0.1447579,119.1687,308.0313,-9.33,0,-116.3788,25.1,
4,155.048,4,2.99355,0.43538,0.1454394,119.7163,308.2675,-9.33,0,-116.3789,25.1,
4,155.148,4,3.006938,0.4425893,0.1471894,119.335,308.4562,-9.33,0,-116.3788,25.1,
4,155.248,4,2.998544,0.4320481,0.144086,119.13,308.6462,-9.33,0,-116.3787,25.1,
4,155.348,4,2.99298,0.4487464,0.149933,119.1113,308.8387,-9.33,0,-116.3785,25.1,
4,155.448,4,2.986887,0.4365069,0.1461411,119.22,309.0287,-9.33,0,-116.3786,25.1,
4,155.548,4,2.990386,0.4402122,0.1472092,119.5462,309.22,-9.33,0,-116.3789,25.1,
4,155.648,4,3.004975,0.4458985,0.1483868,119.335,309.4562,-9.33,0,-116.379,25.1,
4,155.748,4,2.99938,0.4347728,0.1449542,119.2288,309.6462,-9.33,0,-116.3791,25.1,
4,155.848,4,2.992417,0.4528674,0.1513384,118.9613,309.84,-9.33,0,-116.379,25.1,
4,155.948,4,2.987336,0.4360198,0.1459561,119.8662,310.0313,-9.33,0,-116.3791,25.1,
4,156.048,4,2.98989,0.4443916,0.1486314,119.61,310.2213,-9.33,0,-116.3791,25.1,
4,156.148,4,3.003433,0.4564818,0.1519867,119.3175,310.4562,-9.33,0,-116.3791,25.1,
4,156.248,4,2.998219,0.4411507,0.1471376,119.31,310.6525,-9.33,0,-116.3791,25.1,
4,156.348,4,2.99155,0.4585375,0.1532775,119.04,310.8463,-9.33,0,-116.379,25.1,
4,156.448,4,2.985414,0.4417352,0.1479645,119.7725,311.035,-9.33,0,-116.3789,25.1,
4,156.548,4,2.986643,0.4511366,0.1510514,119.0337,311.2225,-9.33,0,-116.3788,25.1,
4,156.648,4,3.004439,0.4566085,0.151978,119.3637,311.415,-9.33,0,-116.3788,25.1,
4,156.748,4,2.997634,0.4487172,0.1496905,119.22,311.6038,-9.33,0,-116.3788,25.1,
4,156.848,4,2.990615,0.4634963,0.1549836,119.025,311.8387,-9.33,0,-116.3788,25.1,
4,156.948,4,2.986345,0.4414008,0.1478063,119.8725,312.0275,-9.33,0,-116.3788,25.1,
4,157.048,4,2.984909,0.4478697,0.1500447,119.1825,312.2238,-9.33,0,-116.3788,25.1,
4,157.148,4,3.003365,0.4537638,0.1510851,119.37,312.4138,-9.33,0,-116.3789,25.1,
4,157.248,4,2.996943,0.4465804,0.149012,119.3262,312.6025,-9.33,0,-116.3791,25.1,
4,157.348,4,2.990798,0.463256,0.1548938,119.195,312.8412,-9.33,0,-116.3791,25.1,
4,157.448,4,2.987305,0.4367764,0.1462108,119.7387,313.035,-9.33,0,-116.3791,25.1,
4,157.548,4,2.984506,0.4426932,0.1483305,119.4175,313.2287,-9.33,0,-116.3792,25.1,
4,157.648,4,3.006154,0.4663833,0.1551428,119.3462,313.4187,-9.33,0,-116.3795,25.1,
4,157.748,4,2.999544,0.4475124,0.1491935,119.47,313.6062,-9.33,0,-116.3797,25.1,
4,157.848,4,2.995142,0.467666,0.1561415,118.9325,313.7975,-9.33,0,-116.3798,25.1,
4,157.948,4,2.990147,0.4501071,0.1505301,119.5488,314.035,-9.33,0,-116.3801,25.1,
4,158.048,4,2.987157,0.4538936,0.1519484,119.1763,314.225,-9.33,0,-116.3801,25.1,
4,158.148,4,3.009368,0.4641101,0.1542218,119.375,314.4163,-9.33,0,-116.3801,25.1,
4,158.248,4,2.99965,0.4560954,0.1520496,119.025,314.6087,-9.33,0,-116.38,25.1,
4,158.348,4,2.995959,0.4676692,0.1561,119.8337,314.8012,-9.33,0,-116.3797,25.1,
4,158.448,4,2.988398,0.4538125,0.1518581,119.7863,314.9925,-9.33,0,-116.3795,25.1,
4,158.548,4,2.985169,0.4512957,0.1511793,119.4862,315.1925,-9.33,0,-116.3795,25.1,
4,158.648,4,3.00838,0.4659708,0.1548909,119.3312,315.3863,-9.33,0,-116.3796,25.1,
4,158.748,4,2.996993,0.454738,0.1517314,119.045,315.6237,-9.33,0,-116.3794,25.1,
4,158.848,4,2.995327,0.4693384,0.1566902,119.3438,315.815,-9.33,0,-116.3793,25.1,
4,158.948,4,2.986878,0.4514841,0.1511558,119.6262,316.005,-9.33,0,-116.3792,25.1,
4,159.048,4,2.983262,0.4482074,0.1502407,119.34,316.1963,-9.33,0,-116.379,25.1,
4,159.148,4,3.005185,0.4734854,0.1575562,119.1613,316.3887,-9.33,0,-116.3791,25.1,
4,159.248,4,2.997349,0.4413553,0.1472486,119.1087,316.5787,-9.33,0,-116.3791,25.1,
4,159.348,4,2.994234,0.4644738,0.1551227,119.4762,316.8188,-9.33,0,-116.379,25.1,
4,159.448,4,2.987423,0.4487594,0.1502162,119.7825,317.0075,-9.33,0,-116.3791,25.1,
4,159.548,4,2.983887,0.4460056,0.1494713,119.4625,317.2025,-9.33,0,-116.3791,25.1,
4,159.648,4,3.007876,0.4677537,0.1555097,119.3312,317.395,-9.33,0,-116.3792,25.1,
4,159.748,4,2.999516,0.4557739,0.1519491,119.055,317.59,-9.33,0,-116.3794,25.1,
4,159.848,4,2.997516,0.4646037,0.1549962,119.1675,317.7838,-9.33,0,-116.3794,25.1,
4,159.948,4,2.990089,0.4600605,0.1538618,119.5313,318.0162,-9.33,0,-116.3793,25.1,
4,160.048,4,2.986023,0.4530688,0.1517298,119.1525,318.2087,-9.33,0,-116.3793,25.1,
4,160.148,4,3.009678,0.4685006,0.1556647,119.2162,318.4,-9.33,0,-116.3796,25.1,
4,160.248,4,3.000055,0.4582419,0.1527445,119.1488,318.5925,-9.33,0,-116.3795,25.1,
4,160.348,4,3.00042,0.4657565,0.1552304,119.97,318.7825,-9.33,0,-116.3796,25.1,
4,160.448,4,2.993547,0.4583589,0.1531156,119.6025,318.9688,-9.33,0,-116.3796,25.1,
4,160.548,4,2.9892,0.4457263,0.1491122,119.3262,319.2087,-9.33,0,-116.3798,25.1,
4,160.648,4,3.011408,0.4596221,0.152627,119.4287,319.3975,-9.33,0,-116.3798,25.1,
4,160.748,4,3.00256,0.4323761,0.1440025,119.1113,319.5912,-9.33,0,-116.3798,25.1,
4,160.848,4,3.001448,0.4468435,0.148876,119.8037,319.7838,-9.33,0,-116.3795,25.1,
4,160.948,4,2.993903,0.4440019,0.148302,119.8225,319.9738,-9.33,0,-116.3794,25.2,
