Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_9N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.COF (),DAQ.Fx (N),DAQ.Fz (N),Rotary.Velocity (rpm),XYZ.Z Position (mm),XYZ.Y Position (mm),XYZ.X Position (mm),
7,169.498,7,0.1659354,1.4928,8.996273,159.0337,-115.3987,-12.33,0,
7,169.598,7,0.1697726,1.52947,9.008936,158.9675,-115.3986,-12.33,0,
7,169.698,7,0.163663,1.472409,8.996595,158.9538,-115.3984,-12.33,0,
7,169.798,7,0.1717246,1.543204,8.986502,158.9863,-115.3984,-12.33,0,
7,169.898,7,0.169787,1.527375,8.995833,159.4137,-115.3985,-12.33,0,
7,169.998,7,0.1645167,1.482139,9.009045,159.23,-115.3987,-12.33,0,
7,170.098,7,0.1699864,1.527583,8.986505,159.3375,-115.3988,-12.33,0,
7,170.198,7,0.1695001,1.525154,8.997954,159.2062,-115.3991,-12.33,0,
7,170.298,7,0.175222,1.577734,9.004196,159.4738,-115.3991,-12.33,0,
7,170.398,7,0.1616188,1.456162,9.009856,159.4487,-115.399,-12.33,0,
7,170.498,7,0.173689,1.560723,8.985737,159.3812,-115.399,-12.33,0,
7,170.598,7,0.1660724,1.494005,8.996103,159.2225,-115.3989,-12.33,0,
7,170.698,7,0.1732683,1.560318,9.005209,159.0762,-115.3987,-12.33,0,
7,170.798,7,0.160422,1.444715,9.005719,158.89,-115.3987,-12.33,0,
7,170.898,7,0.1747392,1.569618,8.982635,158.935,-115.399,-12.33,0,
7,170.998,7,0.1646669,1.481382,8.996236,159.0087,-115.399,-12.33,0,
7,171.098,7,0.1716217,1.546331,9.010113,159.0562,-115.3992,-12.33,0,
7,171.198,7,0.1623938,1.461394,8.999075,159.0612,-115.3991,-12.33,0,
7,171.298,7,0.1723721,1.549452,8.988991,159.0587,-115.399,-12.33,0,
7,171.398,7,0.1690148,1.520523,8.99639,159.2038,-115.3989,-12.33,0,
7,171.498,7,0.1666859,1.502357,9.013103,158.93,-115.3991,-12.33,0,
7,171.598,7,0.1673658,1.504208,8.987548,159.0137,-115.3991,-12.33,0,
7,171.698,7,0.1695642,1.524703,8.991889,159.0638,-115.3988,-12.33,0,
7,171.798,7,0.170343,1.533396,9.001815,159.5187,-115.3987,-12.33,0,
7,171.898,7,0.1631601,1.46973,9.007902,159.46,-115.3988,-12.33,0,
7,171.998,7,0.1726975,1.551679,8.984957,159.435,-115.3989,-12.33,0,
7,172.098,7,0.1655822,1.490007,8.998595,159.3862,-115.3991,-12.33,0,
7,172.198,7,0.1725578,1.553829,9.004688,158.975,-115.3991,-12.33,0,
7,172.298,7,0.1601145,1.442166,9.007092,159.0325,-115.399,-12.33,0,
7,172.398,7,0.1742804,1.565104,8.980381,159.065,-115.3988,-12.33,0,
7,172.498,7,0.1651123,1.485299,8.995685,159.1025,-115.3989,-12.33,0,
7,172.598,7,0.1721093,1.550341,9.007887,159.1113,-115.3991,-12.33,0,
7,172.698,7,0.1615498,1.45424,9.001806,159.0025,-115.3991,-12.33,0,
7,172.798,7,0.17376,1.561337,8.985598,159.0987,-115.3988,-12.33,0,
7,172.898,7,0.1665785,1.498626,8.996514,158.9787,-115.3989,-12.33,0,
7,172.998,7,0.1695463,1.527746,9.010788,159.0362,-115.3989,-12.33,0,
7,173.098,7,0.1655463,1.489043,8.994719,159.2838,-115.3988,-12.33,0,
7,173.198,7,0.1703651,1.531376,8.98879,159.075,-115.3988,-12.33,0,
7,173.298,7,0.1707618,1.536774,8.999517,159.28,-115.3988,-12.33,0,
7,173.398,7,0.1637161,1.475056,9.00984,159.2375,-115.3991,-12.33,0,
7,173.498,7,0.1704746,1.531906,8.986124,159.3925,-115.3991,-12.33,0,
7,173.598,7,0.1680635,1.511375,8.992883,158.9625,-115.3989,-12.33,0,
7,173.698,7,0.1722195,1.550147,9.000995,159.2587,-115.3986,-12.33,0,
7,173.798,7,0.1611893,1.451603,9.005577,158.9912,-115.3985,-12.33,0,
7,173.898,7,0.1726151,1.550231,8.980854,159.2688,-115.3983,-12.33,0,
7,173.998,7,0.1644007,1.478161,8.991208,159.1075,-115.3982,-12.33,0,
7,174.098,7,0.1740248,1.566195,8.99984,159.0125,-115.3979,-12.33,0,
7,174.198,7,0.1606103,1.445072,8.997385,158.8837,-115.398,-12.33,0,
7,174.298,7,0.1735414,1.558288,8.979343,158.9812,-115.3981,-12.33,0,
7,174.398,7,0.16632,1.495314,8.99058,159.1525,-115.398,-12.33,0,
7,174.498,7,0.1701545,1.532351,9.005642,159.0912,-115.3982,-12.33,0,
7,174.598,7,0.1644202,1.478424,8.99174,158.9187,-115.3985,-12.33,0,
7,174.698,7,0.1717161,1.542781,8.984489,159.0012,-115.3986,-12.33,0,
7,174.798,7,0.1693857,1.523891,8.996573,159.1263,-115.3985,-12.33,0,
7,174.898,7,0.1652828,1.488861,9.007957,159.175,-115.3986,-12.33,0,
7,174.998,7,0.1701285,1.528064,8.981823,159.3587,-115.3984,-12.33,0,
7,175.098,7,0.1681813,1.512457,8.993012,159.4675,-115.3984,-12.33,0,
7,175.198,7,0.1723659,1.550923,8.997852,159.3338,-115.3982,-12.33,0,
7,175.298,7,0.1624164,1.462125,9.002323,159.215,-115.3981,-12.33,0,
7,175.398,7,0.1731192,1.554294,8.97817,159.2887,-115.3981,-12.33,0,
7,175.498,7,0.1662866,1.495012,8.99057,159.355,-115.3984,-12.33,0,
7,175.598,7,0.1736685,1.563422,9.002333,159.26,-115.3984,-12.33,0,
7,175.698,7,0.1602438,1.442439,9.001524,158.9925,-115.3982,-12.33,0,
7,175.798,7,0.1745246,1.567027,8.978832,159.1212,-115.3981,-12.33,0,
7,175.898,7,0.165775,1.490637,8.991932,159.1225,-115.3983,-12.33,0,
7,175.998,7,0.1717329,1.546438,9.004905,159.0362,-115.3984,-12.33,0,
7,176.098,7,0.1623361,1.460316,8.995635,158.9162,-115.3986,-12.33,0,
7,176.198,7,0.1726577,1.551023,8.983229,158.8775,-115.3986,-12.33,0,
7,176.298,7,0.1690762,1.520592,8.99353,159.1563,-115.3987,-12.33,0,
7,176.398,7,0.1663957,1.499587,9.012175,159.0925,-115.3989,-12.33,0,
7,176.498,7,0.1661579,1.493579,8.988916,159.32,-115.399,-12.33,0,
7,176.598,7,0.17003,1.528295,8.988381,159.1875,-115.3993,-12.33,0,
7,176.698,7,0.1705624,1.535916,9.005008,159.3525,-115.3992,-12.33,0,
7,176.798,7,0.16293,1.467824,9.008924,159.1775,-115.3992,-12.33,0,
7,176.898,7,0.1718107,1.544035,8.986836,159.29,-115.3994,-12.33,0,
7,176.998,7,0.1659552,1.49329,8.998153,159.245,-115.3995,-12.33,0,
7,177.098,7,0.1733813,1.561366,9.005394,159.145,-115.3995,-12.33,0,
7,177.198,7,0.1599807,1.441062,9.007726,159.3,-115.3995,-12.33,0,
7,177.298,7,0.1733106,1.557057,8.984199,159.0512,-115.3994,-12.33,0,
7,177.398,7,0.1653239,1.487607,8.99814,158.9812,-115.3996,-12.33,0,
7,177.498,7,0.1728118,1.557057,9.010132,159.0575,-115.3996,-12.33,0,
7,177.598,7,0.1606576,1.446475,9.003466,158.905,-115.3995,-12.33,0,
7,177.698,7,0.1736907,1.561038,8.987461,159.065,-115.3996,-12.33,0,
7,177.798,7,0.1668134,1.501006,8.998118,159.1862,-115.3997,-12.33,0,
7,177.898,7,0.1697302,1.530331,9.016255,159.085,-115.3999,-12.33,0,
7,177.998,7,0.164551,1.480752,8.998741,158.8837,-115.3999,-12.33,0,
7,178.098,7,0.1706474,1.534812,8.994053,159.1888,-115.4,-12.33,0,
7,178.198,7,0.1708677,1.538543,9.004295,159.3188,-115.4004,-12.33,0,
7,178.298,7,0.1634024,1.473429,9.017181,159.2312,-115.4004,-12.33,0,
7,178.398,7,0.1721489,1.548114,8.992877,158.9987,-115.4003,-12.33,0,
7,178.498,7,0.167449,1.507319,9.001663,159.3987,-115.4003,-12.33,0,
7,178.598,7,0.1724425,1.553202,9.007072,159.4725,-115.4004,-12.33,0,
7,178.698,7,0.1609031,1.450661,9.015745,159.2025,-115.4003,-12.33,0,
7,178.798,7,0.1729477,1.554855,8.990322,158.9688,-115.4001,-12.33,0,
7,178.898,7,0.1647321,1.483184,9.003617,159.0275,-115.4003,-12.33,0,
7,178.998,7,0.1731308,1.560223,9.011816,158.9375,-115.4004,-12.33,0,
7,179.098,7,0.1611834,1.452071,9.008813,159.095,-115.4005,-12.33,0,
7,179.198,7,0.1741091,1.565679,8.992515,159.0687,-115.4004,-12.33,0,
7,179.298,7,0.1660214,1.494557,9.002192,159.28,-115.4004,-12.33,0,
7,179.398,7,0.1707071,1.539745,9.019804,158.9637,-115.4006,-12.33,0,
7,179.498,7,0.1636855,1.47378,9.003729,158.8825,-115.4006,-12.33,0,
7,179.598,7,0.1724948,1.55153,8.994648,159.1763,-115.4006,-12.33,0,
7,179.698,7,0.1702534,1.533812,9.008992,159.2312,-115.4007,-12.33,0,
7,179.798,7,0.166015,1.497674,9.021321,158.9912,-115.4005,-12.33,0,
7,179.898,7,0.1684158,1.514412,8.9921,159.2075,-115.4003,-12.33,0,
7,179.998,7,0.1689094,1.520309,9.000734,159.2113,-115.4001,-12.33,0,
10,0.177,10,0.1535111,1.38391,9.015048,162.0963,-115.393,-15.33,0,
10,0.277,10,0.1674168,1.507875,9.00671,175.3075,-115.3928,-15.33,0,
10,0.377,10,0.1647124,1.483454,9.006327,177.855,-115.3925,-15.33,0,
10,0.477,10,0.1643849,1.481902,9.014829,178.6725,-115.3925,-15.33,0,
10,0.577,10,0.1544945,1.389142,8.991529,178.7787,-115.3923,-15.33,0,
10,0.677,10,0.1591054,1.430625,8.991681,179.2763,-115.3923,-15.33,0,
10,0.777,10,0.1625368,1.463469,9.003927,179.14,-115.3924,-15.33,0,
10,0.877,10,0.1512493,1.359967,8.991561,179.0688,-115.3924,-15.33,0,
10,0.977,10,0.1615339,1.450856,8.981743,178.8963,-115.3923,-15.33,0,
10,1.077,10,0.1580973,1.42173,8.99275,178.9337,-115.3923,-15.33,0,
10,1.177,10,0.1573215,1.415443,8.997137,179.1038,-115.3923,-15.33,0,
10,1.277,10,0.1585591,1.423798,8.979609,179.2025,-115.3924,-15.33,0,
10,1.377,10,0.1543417,1.386469,8.983114,179.1087,-115.3926,-15.33,0,
10,1.477,10,0.1603555,1.442926,8.998295,178.9263,-115.3926,-15.33,0,
10,1.577,10,0.1544253,1.387148,8.982647,178.99,-115.3924,-15.33,0,
10,1.677,10,0.1561055,1.401612,8.978619,178.9137,-115.3922,-15.33,0,
10,1.777,10,0.160272,1.440831,8.98991,179.2425,-115.392,-15.33,0,
10,1.877,10,0.1522079,1.366981,8.981012,178.8737,-115.392,-15.33,0,
10,1.977,10,0.1582745,1.420002,8.971767,178.8587,-115.3923,-15.33,0,
10,2.077,10,0.1549493,1.391889,8.982866,178.8288,-115.3922,-15.33,0,
10,2.177,10,0.1562451,1.404421,8.988576,179.1725,-115.3922,-15.33,0,
10,2.277,10,0.1585292,1.422519,8.973231,178.985,-115.3923,-15.33,0,
10,2.377,10,0.1522944,1.36717,8.977151,179.0425,-115.3926,-15.33,0,
10,2.477,10,0.1589448,1.429147,8.991467,178.7525,-115.3928,-15.33,0,
10,2.577,10,0.1532469,1.376081,8.979502,178.8687,-115.3928,-15.33,0,
10,2.677,10,0.1568629,1.407899,8.975349,179.2088,-115.3926,-15.33,0,
10,2.777,10,0.158336,1.423003,8.987235,179.475,-115.3928,-15.33,0,
10,2.877,10,0.1514221,1.360165,8.982604,179.0875,-115.3931,-15.33,0,
10,2.977,10,0.157618,1.414271,8.972771,179.0313,-115.3931,-15.33,0,
10,3.077,10,0.1538008,1.381562,8.982801,178.99,-115.3931,-15.33,0,
10,3.177,10,0.1563274,1.40547,8.990555,179.1438,-115.3932,-15.33,0,
10,3.277,10,0.156818,1.4071,8.972823,179.1162,-115.3931,-15.33,0,
10,3.377,10,0.1518316,1.362938,8.976646,179.3362,-115.3931,-15.33,0,
10,3.477,10,0.1583713,1.424062,8.991917,179.05,-115.3932,-15.33,0,
10,3.577,10,0.1535139,1.378539,8.979897,178.9588,-115.3932,-15.33,0,
10,3.677,10,0.1563627,1.403434,8.975504,178.8325,-115.3933,-15.33,0,
10,3.777,10,0.1576796,1.41693,8.986136,179.1312,-115.3933,-15.33,0,
10,3.877,10,0.1520386,1.366017,8.984672,179.155,-115.3933,-15.33,0,
10,3.977,10,0.1579442,1.417398,8.97404,178.9288,-115.3935,-15.33,0,
10,4.077,10,0.1537486,1.381056,8.982557,178.9662,-115.3938,-15.33,0,
10,4.177,10,0.1564187,1.406633,8.992741,178.7775,-115.3939,-15.33,0,
10,4.277,10,0.156963,1.409169,8.977715,179.1237,-115.3942,-15.33,0,
10,4.377,10,0.153008,1.374541,8.983461,179.0237,-115.3944,-15.33,0,
10,4.477,10,0.1584471,1.425708,8.998007,179.085,-115.3946,-15.33,0,
10,4.577,10,0.1525136,1.370411,8.985496,178.8375,-115.3948,-15.33,0,
10,4.677,10,0.1570822,1.410916,8.982024,179.125,-115.3948,-15.33,0,
10,4.777,10,0.1570119,1.411984,8.992852,179.1738,-115.3946,-15.33,0,
10,4.877,10,0.1532856,1.378721,8.994459,179.2575,-115.3946,-15.33,0,
10,4.977,10,0.1574948,1.414644,8.982161,178.9475,-115.3949,-15.33,0,
10,5.077,10,0.1534112,1.37887,8.988069,178.9738,-115.395,-15.33,0,
10,5.177,10,0.157327,1.415975,9.000208,178.9263,-115.3952,-15.33,0,
10,5.277,10,0.1561341,1.402901,8.985235,179.4212,-115.3955,-15.33,0,
10,5.377,10,0.1541134,1.385414,8.989576,179.2337,-115.3953,-15.33,0,
10,5.477,10,0.1592608,1.433664,9.001988,179.19,-115.3952,-15.33,0,
10,5.577,10,0.1520617,1.367287,8.991653,178.8862,-115.3952,-15.33,0,
10,5.677,10,0.1578837,1.418385,8.98373,179.0788,-115.395,-15.33,0,
10,5.777,10,0.1569123,1.410981,8.992165,179.0737,-115.3948,-15.33,0,
10,5.877,10,0.1533092,1.379159,8.995933,179.2137,-115.3949,-15.33,0,
10,5.977,10,0.1582859,1.421905,8.983146,179.1237,-115.395,-15.33,0,
10,6.077,10,0.1533937,1.378555,8.987038,178.9688,-115.3949,-15.33,0,
10,6.177,10,0.1579088,1.421249,9.000446,178.8875,-115.395,-15.33,0,
10,6.277,10,0.155435,1.39613,8.982083,178.8925,-115.395,-15.33,0,
10,6.377,10,0.1548182,1.391081,8.985254,179.2287,-115.3949,-15.33,0,
10,6.477,10,0.1599203,1.438899,8.997599,178.94,-115.3949,-15.33,0,
10,6.577,10,0.1518457,1.36488,8.988601,178.8587,-115.3949,-15.33,0,
10,6.677,10,0.1584386,1.422801,8.980143,178.85,-115.395,-15.33,0,
10,6.777,10,0.1570024,1.411845,8.992502,179.0713,-115.3953,-15.33,0,
10,6.877,10,0.1544895,1.390376,8.999809,179.0425,-115.3953,-15.33,0,
10,6.977,10,0.1585043,1.423987,8.983898,179.2038,-115.3951,-15.33,0,
10,7.077,10,0.1540894,1.384602,8.985706,178.98,-115.3952,-15.33,0,
10,7.177,10,0.1585022,1.426182,8.99787,178.9625,-115.3952,-15.33,0,
10,7.277,10,0.1550477,1.393006,8.984375,179.0112,-115.3954,-15.33,0,
10,7.377,10,0.1563425,1.404843,8.985675,179.3188,-115.3955,-15.33,0,
10,7.477,10,0.1596579,1.436551,8.997682,179.0737,-115.3955,-15.33,0,
10,7.577,10,0.1519227,1.366069,8.99187,179.1138,-115.3956,-15.33,0,
10,7.677,10,0.1584672,1.423561,8.983319,178.955,-115.3957,-15.33,0,
10,7.777,10,0.1562489,1.40523,8.993536,178.9462,-115.3958,-15.33,0,
10,7.877,10,0.1560756,1.405343,9.004246,179.235,-115.396,-15.33,0,
10,7.977,10,0.1584433,1.424062,8.98783,179.1275,-115.396,-15.33,0,
10,8.077,10,0.1535356,1.380176,8.989288,179.0475,-115.396,-15.33,0,
10,8.177,10,0.1593973,1.435165,9.003692,179.005,-115.396,-15.33,0,
10,8.277,10,0.1551135,1.394477,8.990047,179.0112,-115.3959,-15.33,0,
10,8.377,10,0.157203,1.413001,8.988381,179.0262,-115.3961,-15.33,0,
10,8.477,10,0.159955,1.439539,8.999648,179.0675,-115.3963,-15.33,0,
10,8.577,10,0.1528014,1.375019,8.998729,178.93,-115.3965,-15.33,0,
10,8.677,10,0.1594231,1.432934,8.988241,178.965,-115.3963,-15.33,0,
10,8.777,10,0.1562081,1.405061,8.994802,178.82,-115.3963,-15.33,0,
10,8.877,10,0.1566457,1.410776,9.006159,179.095,-115.3965,-15.33,0,
10,8.977,10,0.1591417,1.430826,8.990895,179.1425,-115.3965,-15.33,0,
10,9.077,10,0.1543706,1.388122,8.99214,179.0437,-115.3965,-15.33,0,
10,9.177,10,0.1598303,1.439415,9.005896,178.8675,-115.3965,-15.33,0,
10,9.277,10,0.1547561,1.391642,8.992487,178.8462,-115.3962,-15.33,0,
10,9.377,10,0.1579424,1.420012,8.990697,179.0488,-115.3962,-15.33,0,
10,9.477,10,0.1596285,1.436811,9.00097,179.4962,-115.3962,-15.33,0,
10,9.577,10,0.153468,1.380776,8.997165,179.0163,-115.396,-15.33,0,
10,9.677,10,0.1591072,1.429637,8.985372,178.8787,-115.396,-15.33,0,
10,9.777,10,0.1561598,1.404226,8.992236,178.97,-115.3962,-15.33,0,
10,9.877,10,0.1578521,1.421373,9.004459,179.2137,-115.3964,-15.33,0,
10,9.977,10,0.1587347,1.426763,8.98835,179.24,-115.3964,-15.33,0,
10,10.077,10,0.1546599,1.390554,8.99105,179.24,-115.3965,-15.33,0,
10,10.177,10,0.1606478,1.447083,9.007797,178.9675,-115.3967,-15.33,0,
10,10.277,10,0.1547561,1.391798,8.993493,178.8213,-115.3966,-15.33,0,
10,10.377,10,0.1591581,1.43069,8.989112,178.9263,-115.3965,-15.33,0,
10,10.477,10,0.1593547,1.434427,9.001474,179.2487,-115.3968,-15.33,0,
10,10.577,10,0.1541983,1.38796,9.001137,179.1862,-115.3969,-15.33,0,
10,10.677,10,0.1600315,1.43898,8.991858,178.9675,-115.397,-15.33,0,
10,10.777,10,0.1562358,1.405727,8.997465,179.02,-115.3972,-15.33,0,
10,10.877,10,0.1585118,1.42816,9.009803,178.9088,-115.3971,-15.33,0,
10,10.977,10,0.1581896,1.422438,8.991982,178.9475,-115.3971,-15.33,0,
10,11.077,10,0.1556325,1.400079,8.996059,179.1475,-115.3973,-15.33,0,
10,11.177,10,0.1610379,1.451061,9.010679,179.11,-115.3974,-15.33,0,
10,11.277,10,0.1546448,1.39121,8.996168,178.9688,-115.3974,-15.33,0,
10,11.377,10,0.1593155,1.432709,8.992908,179.0775,-115.3974,-15.33,0,
10,11.477,10,0.1595471,1.436658,9.004601,179.1688,-115.3972,-15.33,0,
10,11.577,10,0.1555645,1.400979,9.005775,179.215,-115.3969,-15.33,0,
10,11.677,10,0.1601576,1.440198,8.992378,179.14,-115.3968,-15.33,0,
10,11.777,10,0.1564614,1.407185,8.993812,179.0412,-115.3967,-15.33,0,
10,11.877,10,0.1595524,1.437084,9.006973,178.89,-115.3966,-15.33,0,
10,11.977,10,0.1582774,1.422665,8.988431,179.4325,-115.3966,-15.33,0,
10,12.077,10,0.1574994,1.416446,8.993344,179.19,-115.3967,-15.33,0,
10,12.177,10,0.1613372,1.453064,9.006385,179.1862,-115.3966,-15.33,0,
10,12.277,10,0.1541767,1.386735,8.994452,178.8862,-115.3964,-15.33,0,
10,12.377,10,0.1602488,1.439916,8.985498,178.8975,-115.3961,-15.33,0,
10,12.477,10,0.1593485,1.433534,8.996218,179.3562,-115.3961,-15.33,0,
10,12.577,10,0.1565778,1.409166,8.999781,179.1487,-115.396,-15.33,0,
10,12.677,10,0.1600659,1.438383,8.986189,179.0125,-115.3959,-15.33,0,
10,12.777,10,0.1561174,1.403164,8.98788,178.9887,-115.3958,-15.33,0,
10,12.877,10,0.160522,1.445306,9.003787,178.99,-115.396,-15.33,0,
10,12.977,10,0.157839,1.418427,8.986542,178.9662,-115.3961,-15.33,0,
10,13.077,10,0.1578394,1.418775,8.988722,179.0412,-115.3961,-15.33,0,
10,13.177,10,0.1624594,1.462469,9.00206,178.8963,-115.3964,-15.33,0,
10,13.277,10,0.1541481,1.386336,8.993536,178.8687,-115.3964,-15.33,0,
10,13.377,10,0.1610091,1.446768,8.985625,178.7787,-115.3966,-15.33,0,
10,13.477,10,0.1593451,1.433645,8.997106,179.0163,-115.3964,-15.33,0,
10,13.577,10,0.1566601,1.410575,9.004045,179.2175,-115.3966,-15.33,0,
10,13.677,10,0.160823,1.445803,8.990026,179.2475,-115.3967,-15.33,0,
10,13.777,10,0.1565408,1.407328,8.990168,178.765,-115.3968,-15.33,0,
10,13.877,10,0.1608289,1.448174,9.004435,178.9562,-115.3968,-15.33,0,
10,13.977,10,0.1571456,1.412861,8.990777,179.0638,-115.3968,-15.33,0,
10,14.077,10,0.1586246,1.426104,8.990437,179.31,-115.3967,-15.33,0,
10,14.177,10,0.162481,1.462742,9.002542,179.3362,-115.3969,-15.33,0,
10,14.277,10,0.154549,1.390477,8.996998,179.1038,-115.397,-15.33,0,
10,14.377,10,0.1606911,1.44428,8.987929,178.9588,-115.3971,-15.33,0,
10,14.477,10,0.1590021,1.430845,8.998911,179.26,-115.3971,-15.33,0,
10,14.577,10,0.1581847,1.424636,9.006156,179.0063,-115.3971,-15.33,0,
10,14.677,10,0.1613809,1.451064,8.991546,179.1763,-115.3971,-15.33,0,
10,14.777,10,0.1560413,1.403307,8.993177,179.165,-115.3971,-15.33,0,
10,14.877,10,0.1617953,1.457302,9.007072,178.9162,-115.3973,-15.33,0,
10,14.977,10,0.1572241,1.41404,8.993784,178.8362,-115.3974,-15.33,0,
10,15.077,10,0.159872,1.43773,8.99301,178.8763,-115.3977,-15.33,0,
10,15.177,10,0.1621128,1.459848,9.00514,179.1937,-115.3979,-15.33,0,
10,15.277,10,0.154753,1.39326,9.003121,178.9575,-115.3979,-15.33,0,
10,15.377,10,0.1614043,1.451473,8.992781,179.0575,-115.398,-15.33,0,
10,15.477,10,0.1585401,1.427231,9.002333,178.8062,-115.398,-15.33,0,
10,15.577,10,0.1589499,1.432508,9.012323,179.0412,-115.398,-15.33,0,
10,15.677,10,0.1605739,1.444722,8.997236,179.035,-115.3981,-15.33,0,
10,15.777,10,0.156536,1.408493,8.997886,178.9613,-115.398,-15.33,0,
10,15.877,10,0.1620448,1.460361,9.012085,178.9437,-115.398,-15.33,0,
10,15.977,10,0.1570312,1.412887,8.997493,179.08,-115.3979,-15.33,0,
10,16.077,10,0.1602979,1.442169,8.996809,178.9588,-115.3978,-15.33,0,
10,16.177,10,0.1617429,1.456883,9.007401,179.4425,-115.3978,-15.33,0,
10,16.277,10,0.1554945,1.400251,9.005153,179.06,-115.3978,-15.33,0,
10,16.377,10,0.1618671,1.45548,8.991824,179.1,-115.3978,-15.33,0,
10,16.477,10,0.1584406,1.425757,8.998682,179.0288,-115.3978,-15.33,0,
10,16.577,10,0.1600435,1.44215,9.010986,179.2687,-115.3976,-15.33,0,
10,16.677,10,0.1612091,1.44996,8.994283,179.3413,-115.3976,-15.33,0,
10,16.777,10,0.1573911,1.416027,8.996874,179.1812,-115.3976,-15.33,0,
10,16.877,10,0.1624478,1.463729,9.010456,179.09,-115.3976,-15.33,0,
10,16.977,10,0.1572158,1.414147,8.994942,178.905,-115.3972,-15.33,0,
10,17.077,10,0.1609488,1.447161,8.991434,178.8213,-115.3972,-15.33,0,
10,17.177,10,0.1615539,1.454415,9.002661,179.1563,-115.3972,-15.33,0,
10,17.277,10,0.1571067,1.414397,9.002781,179.2612,-115.3972,-15.33,0,
10,17.377,10,0.1612669,1.450099,8.991923,178.9375,-115.3972,-15.33,0,
10,17.477,10,0.1578813,1.420054,8.994443,178.8988,-115.3971,-15.33,0,
10,17.577,10,0.1609953,1.449953,9.006184,178.8625,-115.397,-15.33,0,
10,17.677,10,0.1601765,1.439984,8.989982,179.21,-115.3968,-15.33,0,
10,17.777,10,0.1582193,1.422633,8.991527,179.1013,-115.397,-15.33,0,
10,17.877,10,0.1631783,1.469552,9.005806,179.1688,-115.397,-15.33,0,
10,17.977,10,0.156244,1.404746,8.990719,178.81,-115.3969,-15.33,0,
10,18.077,10,0.1617258,1.453633,8.988257,178.9775,-115.397,-15.33,0,
10,18.177,10,0.1612715,1.451713,9.001673,179.1763,-115.3972,-15.33,0,
10,18.277,10,0.1573728,1.417047,9.004397,179.28,-115.3975,-15.33,0,
10,18.377,10,0.162661,1.462732,8.99252,179.0725,-115.3977,-15.33,0,
10,18.477,10,0.1582162,1.423126,8.994821,179.1712,-115.3977,-15.33,0,
10,18.577,10,0.1615091,1.45525,9.010326,178.895,-115.3976,-15.33,0,
10,18.677,10,0.1595626,1.435041,8.993595,179.0013,-115.3975,-15.33,0,
10,18.777,10,0.1592133,1.432037,8.994459,179.3513,-115.3973,-15.33,0,
10,18.877,10,0.1634999,1.472481,9.006004,179.31,-115.3976,-15.33,0,
10,18.977,10,0.1562154,1.405243,8.995543,179.065,-115.3976,-15.33,0,
10,19.077,10,0.1618623,1.454932,8.9887,178.8563,-115.3974,-15.33,0,
10,19.177,10,0.1610441,1.449521,9.000774,179.03,-115.3974,-15.33,0,
10,19.277,10,0.1583488,1.426046,9.005726,179.2113,-115.3975,-15.33,0,
10,19.377,10,0.1625215,1.461426,8.992202,179.1175,-115.3974,-15.33,0,
10,19.477,10,0.1577438,1.418635,8.993288,178.9675,-115.3975,-15.33,0,
10,19.577,10,0.1624753,1.463713,9.008831,178.9938,-115.3975,-15.33,0,
10,19.677,10,0.1597448,1.436671,8.993539,178.915,-115.3974,-15.33,0,
10,19.777,10,0.1603684,1.441981,8.991678,179.2,-115.3973,-15.33,0,
10,19.877,10,0.1640932,1.477531,9.004218,179.1013,-115.3972,-15.33,0,
10,19.977,10,0.1559457,1.402768,8.995233,179.0887,-115.397,-15.33,0,
10,20.077,10,0.1632185,1.466551,8.985198,178.9613,-115.397,-15.33,0,
10,20.177,10,0.1607889,1.446872,8.998577,179.0112,-115.397,-15.33,0,
10,20.277,10,0.159436,1.435635,9.004462,178.8988,-115.397,-15.33,0,
10,20.377,10,0.1624685,1.460498,8.989421,179.185,-115.3971,-15.33,0,
10,20.477,10,0.1580782,1.421106,8.989892,179.06,-115.3971,-15.33,0,
10,20.577,10,0.1626385,1.464314,9.003488,179.0988,-115.397,-15.33,0,
10,20.677,10,0.1594022,1.43357,8.993416,178.8,-115.397,-15.33,0,
10,20.777,10,0.1600814,1.439022,8.989319,179.2587,-115.397,-15.33,0,
10,20.877,10,0.164198,1.478102,9.001951,179.1763,-115.3969,-15.33,0,
10,20.977,10,0.1568374,1.410474,8.993227,179.13,-115.3968,-15.33,0,
10,21.077,10,0.1630043,1.464466,8.98422,178.8238,-115.3969,-15.33,0,
10,21.177,10,0.1602852,1.441942,8.996099,179.0187,-115.3968,-15.33,0,
10,21.277,10,0.1599496,1.440088,9.003382,179.3288,-115.397,-15.33,0,
10,21.377,10,0.1634674,1.46936,8.988703,179.185,-115.3969,-15.33,0,
10,21.477,10,0.1578848,1.419414,8.99019,179.0075,-115.397,-15.33,0,
10,21.577,10,0.1633043,1.470487,9.00458,178.8687,-115.397,-15.33,0,
10,21.677,10,0.1584745,1.425172,8.993069,178.9112,-115.3971,-15.33,0,
10,21.777,10,0.1620272,1.45614,8.987006,179.0562,-115.397,-15.33,0,
10,21.877,10,0.1637937,1.474296,9.000933,179.2162,-115.397,-15.33,0,
