Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, RadiusRotary_9N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.COF (),DAQ.Fx (N),DAQ.Fz (N),Rotary.Velocity (rpm),XYZ.Z Position (mm),XYZ.Y Position (mm),XYZ.X Position (mm),
4,30.503,4,0.1469264,1.322829,9.003347,119.4888,-115.3875,-9.33,0,
4,30.603,4,0.1485272,1.337858,9.007497,119.2988,-115.3876,-9.33,0,
4,30.703,4,0.1435868,1.292329,9.000335,118.7588,-115.3874,-9.33,0,
4,30.803,4,0.1493358,1.342739,8.991409,119.5525,-115.3871,-9.33,0,
4,30.903,4,0.1455462,1.309151,8.994743,119.4075,-115.3873,-9.33,0,
4,31.003,4,0.1468378,1.321975,9.002964,119.135,-115.3873,-9.33,0,
4,31.103,4,0.1472738,1.326463,9.006782,119.3375,-115.3872,-9.33,0,
4,31.203,4,0.1428862,1.28599,9.0001,118.9987,-115.3872,-9.33,0,
4,31.303,4,0.1483205,1.334137,8.99496,119.49,-115.3875,-9.33,0,
4,31.403,4,0.1433603,1.289618,8.995639,119.7025,-115.3876,-9.33,0,
4,31.503,4,0.1439323,1.296483,9.007586,119.1725,-115.3877,-9.33,0,
4,31.603,4,0.1491687,1.343925,9.009429,119.3713,-115.3876,-9.33,0,
4,31.703,4,0.1407718,1.267077,9.000933,119.1275,-115.3876,-9.33,0,
4,31.803,4,0.1490625,1.341057,8.996608,119.1338,-115.3879,-9.33,0,
4,31.903,4,0.1467397,1.320536,8.999174,119.2912,-115.3879,-9.33,0,
4,32.003,4,0.1464006,1.318845,9.008466,119.4137,-115.388,-9.33,0,
4,32.103,4,0.1478031,1.332169,9.013135,119.2,-115.3879,-9.33,0,
4,32.203,4,0.1403651,1.264158,9.006211,118.8725,-115.3877,-9.33,0,
4,32.303,4,0.1493664,1.344253,8.999701,119.745,-115.3879,-9.33,0,
4,32.403,4,0.1487952,1.338271,8.994044,119.5387,-115.3879,-9.33,0,
4,32.503,4,0.149122,1.343376,9.008568,119.2725,-115.3882,-9.33,0,
4,32.603,4,0.1501273,1.352991,9.012296,119.5,-115.3883,-9.33,0,
4,32.703,4,0.1428782,1.286906,9.007013,118.955,-115.3882,-9.33,0,
4,32.803,4,0.1513667,1.362117,8.998787,119.7387,-115.3882,-9.33,0,
4,32.903,4,0.1490576,1.341284,8.998428,119.065,-115.3882,-9.33,0,
4,33.003,4,0.1468241,1.322511,9.007453,119.35,-115.388,-9.33,0,
4,33.103,4,0.1505387,1.35646,9.010707,119.1787,-115.3878,-9.33,0,
4,33.203,4,0.1432569,1.289845,9.003716,118.8587,-115.3876,-9.33,0,
4,33.303,4,0.1503036,1.352238,8.996713,119.7688,-115.3875,-9.33,0,
4,33.403,4,0.147937,1.33037,8.992811,119.4075,-115.3875,-9.33,0,
4,33.503,4,0.1459258,1.314149,9.005595,119.2212,-115.3875,-9.33,0,
4,33.603,4,0.1513591,1.363104,9.005763,119.305,-115.3872,-9.33,0,
4,33.703,4,0.1433004,1.289903,9.001397,119.5488,-115.3872,-9.33,0,
4,33.803,4,0.1495498,1.34484,8.992589,119.7437,-115.3872,-9.33,0,
4,33.903,4,0.1474365,1.325794,8.992304,119.245,-115.3872,-9.33,0,
4,34.003,4,0.1444388,1.300406,9.003162,119.3425,-115.3873,-9.33,0,
4,34.103,4,0.154051,1.387372,9.005924,119.05,-115.3874,-9.33,0,
4,34.203,4,0.1436942,1.293888,9.004453,119.2038,-115.3872,-9.33,0,
4,34.303,4,0.1519646,1.366611,8.992957,119.5025,-115.3869,-9.33,0,
4,34.403,4,0.1514525,1.36138,8.988824,119.1975,-115.3869,-9.33,0,
4,34.503,4,0.1486775,1.338323,9.001514,119.3225,-115.387,-9.33,0,
4,34.603,4,0.1533496,1.380919,9.005038,119.1275,-115.3872,-9.33,0,
4,34.703,4,0.1460523,1.314866,9.00271,119.0987,-115.3874,-9.33,0,
4,34.803,4,0.1467085,1.319747,8.995712,119.9137,-115.3873,-9.33,0,
4,34.903,4,0.1483335,1.333896,8.992548,119.435,-115.3873,-9.33,0,
4,35.003,4,0.1444027,1.299987,9.002512,119.46,-115.3875,-9.33,0,
4,35.103,4,0.1501902,1.352537,9.00549,118.9475,-115.3873,-9.33,0,
4,35.203,4,0.1430392,1.287841,9.003413,119.5287,-115.3873,-9.33,0,
4,35.303,4,0.1472462,1.324586,8.995725,119.5537,-115.3875,-9.33,0,
4,35.403,4,0.1457569,1.310668,8.992149,119.1462,-115.3873,-9.33,0,
4,35.503,4,0.1450832,1.306404,9.004515,119.3675,-115.3873,-9.33,0,
4,35.603,4,0.1532139,1.379809,9.005769,119.0963,-115.3873,-9.33,0,
4,35.703,4,0.1451034,1.305998,9.000465,119.4525,-115.3872,-9.33,0,
4,35.803,4,0.1529859,1.375259,8.989452,119.8538,-115.3868,-9.33,0,
4,35.903,4,0.1514034,1.360824,8.988069,119.195,-115.387,-9.33,0,
4,36.003,4,0.1475731,1.3282,9.000289,119.8125,-115.387,-9.33,0,
4,36.103,4,0.1542411,1.388655,9.003146,119.355,-115.3868,-9.33,0,
4,36.203,4,0.1420728,1.278716,9.000425,119.6012,-115.3865,-9.33,0,
4,36.303,4,0.1442275,1.296983,8.99262,119.5037,-115.3865,-9.33,0,
4,36.403,4,0.150459,1.351978,8.98569,119.1413,-115.3867,-9.33,0,
4,36.503,4,0.1458362,1.312278,8.998302,119.165,-115.387,-9.33,0,
4,36.603,4,0.155875,1.402982,9.000691,118.9688,-115.3871,-9.33,0,
4,36.703,4,0.1463717,1.317205,8.999038,119.8563,-115.3872,-9.33,0,
4,36.803,4,0.1510862,1.358473,8.991378,119.3787,-115.387,-9.33,0,
4,36.903,4,0.1511717,1.358395,8.985774,119.4262,-115.387,-9.33,0,
4,37.003,4,0.1479025,1.330925,8.998663,119.48,-115.3868,-9.33,0,
4,37.103,4,0.1567763,1.41062,8.997663,119.2012,-115.3868,-9.33,0,
4,37.203,4,0.1473392,1.325995,8.999608,119.8087,-115.3869,-9.33,0,
4,37.303,4,0.1520708,1.367498,8.992508,119.4112,-115.3873,-9.33,0,
4,37.403,4,0.1530553,1.375425,8.986455,119.2862,-115.3874,-9.33,0,
4,37.503,4,0.1476397,1.328678,8.999459,119.1375,-115.3873,-9.33,0,
4,37.603,4,0.156525,1.409107,9.002443,119.1288,-115.3875,-9.33,0,
4,37.703,4,0.1468247,1.321715,9.001998,119.8188,-115.3877,-9.33,0,
4,37.803,4,0.1521538,1.368625,8.995007,119.355,-115.3877,-9.33,0,
4,37.903,4,0.1530584,1.375668,8.987864,119.255,-115.3876,-9.33,0,
4,38.003,4,0.1463702,1.317698,9.002505,119.3787,-115.3876,-9.33,0,
4,38.103,4,0.1558139,1.402716,9.002509,119.395,-115.3876,-9.33,0,
4,38.203,4,0.1463472,1.317737,9.004187,119.9275,-115.3876,-9.33,0,
4,38.303,4,0.1500445,1.349945,8.996964,119.225,-115.3877,-9.33,0,
4,38.403,4,0.152647,1.372372,8.990496,119.17,-115.3879,-9.33,0,
4,38.503,4,0.1471711,1.325122,9.003955,119.0563,-115.3882,-9.33,0,
4,38.603,4,0.1535832,1.383329,9.007032,119.1575,-115.3882,-9.33,0,
4,38.703,4,0.1449402,1.305478,9.00701,119.5825,-115.3882,-9.33,0,
4,38.803,4,0.1473681,1.326522,9.001416,119.25,-115.3883,-9.33,0,
4,38.903,4,0.1495481,1.344931,8.9933,119.3363,-115.3883,-9.33,0,
4,39.003,4,0.1436428,1.293843,9.00736,119.1988,-115.3885,-9.33,0,
4,39.103,4,0.14988,1.350306,9.009249,119.06,-115.3885,-9.33,0,
4,39.203,4,0.1424444,1.283561,9.010964,119.7138,-115.3884,-9.33,0,
4,39.303,4,0.1464049,1.318202,9.003809,119.1125,-115.3881,-9.33,0,
4,39.403,4,0.1537624,1.382712,8.99252,119.4388,-115.3882,-9.33,0,
4,39.503,4,0.1464344,1.318617,9.004834,119.0112,-115.3882,-9.33,0,
4,39.603,4,0.1558696,1.403843,9.006524,119.0975,-115.3882,-9.33,0,
4,39.703,4,0.1463852,1.318572,9.007549,119.5737,-115.3884,-9.33,0,
4,39.803,4,0.1504996,1.354667,9.001137,119.0875,-115.3882,-9.33,0,
4,39.903,4,0.1537527,1.382702,8.993029,119.3225,-115.3881,-9.33,0,
4,40.003,4,0.1474228,1.327642,9.005676,119.1938,-115.3882,-9.33,0,
4,40.103,4,0.1536683,1.383917,9.005871,119.5687,-115.388,-9.33,0,
4,40.203,4,0.1471581,1.325677,9.008525,119.7562,-115.3879,-9.33,0,
4,40.303,4,0.1494758,1.345396,9.000759,119.1238,-115.3878,-9.33,0,
4,40.403,4,0.152213,1.36891,8.993387,119.3612,-115.388,-9.33,0,
4,40.503,4,0.1455737,1.310944,9.005361,119.1763,-115.3881,-9.33,0,
4,40.603,4,0.1511428,1.361224,9.006208,119.55,-115.3881,-9.33,0,
4,40.703,4,0.1448631,1.304907,9.007859,119.4425,-115.388,-9.33,0,
4,40.803,4,0.1463828,1.317708,9.001794,119.0238,-115.3877,-9.33,0,
4,40.903,4,0.1534437,1.379682,8.991455,119.2762,-115.3876,-9.33,0,
4,41.003,4,0.1458098,1.312424,9.000933,119.12,-115.3874,-9.33,0,
4,41.103,4,0.1514957,1.363568,9.000704,119.6087,-115.3873,-9.33,0,
4,41.203,4,0.1467489,1.32142,9.004629,119.6488,-115.3872,-9.33,0,
4,41.303,4,0.1456506,1.310408,8.996926,118.9675,-115.3871,-9.33,0,
4,41.403,4,0.1514906,1.361766,8.989112,119.4662,-115.3873,-9.33,0,
4,41.503,4,0.1452792,1.307608,9.000657,119.1137,-115.3875,-9.33,0,
4,41.603,4,0.1491183,1.342317,9.001695,119.5562,-115.3875,-9.33,0,
4,41.703,4,0.1457074,1.311908,9.003713,119.7075,-115.3876,-9.33,0,
4,41.803,4,0.1454529,1.308605,8.996765,119.2012,-115.3874,-9.33,0,
4,41.903,4,0.1509496,1.356918,8.989211,119.1887,-115.3873,-9.33,0,
4,42.003,4,0.14382,1.294265,8.999202,119.2562,-115.3871,-9.33,0,
4,42.103,4,0.1485611,1.337043,8.999954,119.8175,-115.3873,-9.33,0,
4,42.203,4,0.145298,1.308336,9.004502,119.3688,-115.3874,-9.33,0,
4,42.303,4,0.1446111,1.301052,8.996904,119.145,-115.3875,-9.33,0,
4,42.403,4,0.1507383,1.355154,8.990111,119.2862,-115.3877,-9.33,0,
4,42.503,4,0.1440066,1.296434,9.002602,119.3625,-115.388,-9.33,0,
4,42.603,4,0.1484345,1.336647,9.004964,119.7138,-115.3881,-9.33,0,
4,42.703,4,0.1444419,1.301114,9.007865,119.6463,-115.388,-9.33,0,
4,42.803,4,0.1428416,1.285584,9.000069,119.19,-115.388,-9.33,0,
4,42.903,4,0.1491466,1.341388,8.993759,118.9912,-115.3882,-9.33,0,
4,43.003,4,0.1427515,1.285351,9.004109,119.595,-115.3882,-9.33,0,
4,43.103,4,0.1466187,1.320709,9.007778,119.9375,-115.3884,-9.33,0,
4,43.203,4,0.1470525,1.324904,9.009738,119.2375,-115.3883,-9.33,0,
4,43.303,4,0.1437021,1.293791,9.00328,119.235,-115.3883,-9.33,0,
4,43.403,4,0.1524155,1.370833,8.994053,119.1212,-115.3884,-9.33,0,
4,43.503,4,0.1447728,1.303962,9.006951,119.2988,-115.3885,-9.33,0,
4,43.603,4,0.1491023,1.342973,9.007057,119.915,-115.3884,-9.33,0,
4,43.703,4,0.1478708,1.332347,9.010212,119.2838,-115.3884,-9.33,0,
4,43.803,4,0.1452959,1.308122,9.003156,119.3438,-115.3885,-9.33,0,
4,43.903,4,0.1535764,1.381445,8.995168,119.3075,-115.3886,-9.33,0,
4,44.003,4,0.1450823,1.306599,9.005912,119.3,-115.3887,-9.33,0,
4,44.103,4,0.1492157,1.344243,9.008722,119.6838,-115.3885,-9.33,0,
4,44.203,4,0.1482493,1.335907,9.011215,119.125,-115.3887,-9.33,0,
4,44.303,4,0.1454511,1.309645,9.00402,119.3587,-115.3887,-9.33,0,
4,44.403,4,0.1535336,1.381205,8.996109,119.0512,-115.3887,-9.33,0,
4,44.503,4,0.1462664,1.317649,9.008558,119.4762,-115.3889,-9.33,0,
4,44.603,4,0.149266,1.345058,9.011144,119.8825,-115.3891,-9.33,0,
4,44.703,4,0.1499327,1.35139,9.013311,119.2075,-115.3891,-9.33,0,
4,44.803,4,0.1467535,1.321719,9.006388,119.3287,-115.3891,-9.33,0,
4,44.903,4,0.1535939,1.381981,8.997632,119.2825,-115.3891,-9.33,0,
4,45.003,4,0.1460802,1.315789,9.007301,119.745,-115.3889,-9.33,0,
4,45.103,4,0.1495173,1.347321,9.011141,119.4862,-115.3889,-9.33,0,
4,45.203,4,0.1487158,1.340388,9.013085,119.3187,-115.3891,-9.33,0,
4,45.303,4,0.1463144,1.31775,9.006295,119.27,-115.3888,-9.33,0,
4,45.403,4,0.1534621,1.380656,8.996725,118.9538,-115.3886,-9.33,0,
4,45.503,4,0.1456535,1.311742,9.005908,119.9012,-115.3886,-9.33,0,
4,45.603,4,0.149499,1.346987,9.010004,119.5375,-115.3888,-9.33,0,
4,45.703,4,0.1480374,1.334306,9.013299,119.1362,-115.3888,-9.33,0,
4,45.803,4,0.1440918,1.297564,9.005122,119.4475,-115.3886,-9.33,0,
4,45.903,4,0.1516705,1.364711,8.99787,119.195,-115.3888,-9.33,0,
4,46.003,4,0.1454193,1.309654,9.006054,119.7275,-115.3888,-9.33,0,
4,46.103,4,0.1480071,1.333458,9.009422,119.2562,-115.3888,-9.33,0,
4,46.203,4,0.1485473,1.338829,9.012813,119.2075,-115.3889,-9.33,0,
4,46.303,4,0.1448875,1.304959,9.006701,119.1162,-115.3889,-9.33,0,
4,46.403,4,0.1549601,1.394166,8.996933,119.0487,-115.3887,-9.33,0,
4,46.503,4,0.1475868,1.328967,9.004645,119.8962,-115.3889,-9.33,0,
4,46.603,4,0.1501571,1.352852,9.009574,119.4388,-115.389,-9.33,0,
4,46.703,4,0.15093,1.360119,9.01159,119.35,-115.3889,-9.33,0,
4,46.803,4,0.1468529,1.322449,9.005264,119.2138,-115.3887,-9.33,0,
4,46.903,4,0.1551366,1.395971,8.998335,119.1613,-115.3887,-9.33,0,
4,47.003,4,0.1472519,1.325921,9.004437,119.8375,-115.3887,-9.33,0,
4,47.103,4,0.1499165,1.350705,9.009717,119.765,-115.3886,-9.33,0,
4,47.203,4,0.1505387,1.356567,9.011414,119.3187,-115.3885,-9.33,0,
4,47.303,4,0.1445751,1.301899,9.005004,119.3338,-115.3885,-9.33,0,
4,47.403,4,0.1530429,1.376655,8.995227,119.0375,-115.3887,-9.33,0,
4,47.503,4,0.1459475,1.313993,9.00319,119.645,-115.3889,-9.33,0,
4,47.603,4,0.147719,1.331058,9.010744,119.015,-115.3891,-9.33,0,
4,47.703,4,0.1487249,1.340408,9.012667,119.3962,-115.3889,-9.33,0,
4,47.803,4,0.1430584,1.288302,9.005431,119.0875,-115.3886,-9.33,0,
4,47.903,4,0.1514256,1.362591,8.998416,119.3137,-115.3886,-9.33,0,
4,48.003,4,0.144031,1.296808,9.003667,119.9938,-115.3886,-9.33,0,
4,48.103,4,0.1465546,1.32039,9.009546,119.3787,-115.3884,-9.33,0,
4,48.203,4,0.147394,1.328314,9.011998,119.4538,-115.3882,-9.33,0,
4,48.303,4,0.1431268,1.288744,9.004211,119.1837,-115.3881,-9.33,0,
4,48.403,4,0.1514141,1.362078,8.995712,119.1988,-115.388,-9.33,0,
4,48.503,4,0.1441395,1.297148,8.999258,119.8225,-115.3883,-9.33,0,
4,48.603,4,0.1462471,1.317546,9.009035,119.1125,-115.3885,-9.33,0,
4,48.703,4,0.1490428,1.342928,9.010351,119.275,-115.3885,-9.33,0,
4,48.803,4,0.1436799,1.293557,9.003044,119.14,-115.3883,-9.33,0,
4,48.903,4,0.1520745,1.36803,8.99579,119.2225,-115.3885,-9.33,0,
4,49.003,4,0.1466226,1.319676,9.000496,119.89,-115.3885,-9.33,0,
4,49.103,4,0.1474322,1.327944,9.00715,119.2912,-115.3884,-9.33,0,
4,49.203,4,0.1502662,1.354018,9.010791,119.18,-115.3883,-9.33,0,
4,49.303,4,0.1434177,1.291141,9.002657,119.2038,-115.388,-9.33,0,
4,49.403,4,0.1517418,1.364838,8.994477,119.4925,-115.3879,-9.33,0,
4,49.503,4,0.146984,1.32228,8.996084,119.4312,-115.3879,-9.33,0,
4,49.603,4,0.1481243,1.333806,9.004636,119.8288,-115.3876,-9.33,0,
4,49.703,4,0.1508344,1.35834,9.005503,119.145,-115.3875,-9.33,0,
4,49.803,4,0.1457089,1.31095,8.997047,118.9825,-115.3874,-9.33,0,
4,49.903,4,0.1522918,1.369017,8.989437,119.6875,-115.3873,-9.33,0,
4,50.003,4,0.1472149,1.323592,8.990886,119.7138,-115.3869,-9.33,0,
4,50.103,4,0.1476343,1.328658,8.999658,119.1238,-115.3869,-9.33,0,
4,50.203,4,0.1499259,1.349812,9.003193,119.4075,-115.3871,-9.33,0,
4,50.303,4,0.1434397,1.290478,8.99666,119.06,-115.3873,-9.33,0,
4,50.403,4,0.1524844,1.370901,8.990437,119.8087,-115.3874,-9.33,0,
4,50.503,4,0.1478025,1.328766,8.990143,119.56,-115.3874,-9.33,0,
4,50.603,4,0.1477662,1.330224,9.002217,119.0137,-115.3875,-9.33,0,
4,50.703,4,0.149764,1.348757,9.005877,119.3475,-115.3876,-9.33,0,
4,50.803,4,0.1444061,1.299568,8.999397,118.8863,-115.3878,-9.33,0,
4,50.903,4,0.1517877,1.365192,8.994087,119.58,-115.3879,-9.33,0,
4,51.003,4,0.1474744,1.326638,8.995722,119.6025,-115.3881,-9.33,0,
4,51.103,4,0.1471954,1.325655,9.006088,119.2838,-115.3883,-9.33,0,
4,51.203,4,0.149284,1.344889,9.00893,119.3287,-115.3883,-9.33,0,
4,51.303,4,0.1437348,1.29405,9.003044,119.4175,-115.3882,-9.33,0,
4,51.403,4,0.150389,1.353089,8.997257,119.8225,-115.3883,-9.33,0,
4,51.503,4,0.148394,1.335322,8.99849,119.57,-115.3885,-9.33,0,
4,51.603,4,0.1469105,1.323625,9.009738,119.2487,-115.3884,-9.33,0,
4,51.703,4,0.14943,1.346302,9.009583,119.2688,-115.3884,-9.33,0,
4,51.803,4,0.1432758,1.289955,9.003304,119.1087,-115.3882,-9.33,0,
4,51.903,4,0.1512399,1.360197,8.993641,119.75,-115.3878,-9.33,0,
4,52.003,4,0.1485786,1.33615,8.992883,119.39,-115.3878,-9.33,0,
4,52.103,4,0.1480497,1.332916,9.003162,119.2813,-115.3876,-9.33,0,
4,52.203,4,0.1534983,1.382027,9.003533,119.1887,-115.3874,-9.33,0,
4,52.303,4,0.1467992,1.320929,8.998205,118.96,-115.3874,-9.33,0,
4,52.403,4,0.1537273,1.382491,8.99314,119.8563,-115.3876,-9.33,0,
4,52.503,4,0.1511691,1.359246,8.991558,119.44,-115.3877,-9.33,0,
4,52.603,4,0.1498559,1.349591,9.00593,119.1775,-115.3878,-9.33,0,
4,52.703,4,0.1516542,1.366212,9.008729,119.0213,-115.388,-9.33,0,
4,52.803,4,0.1459322,1.31371,9.002199,119.4437,-115.3877,-9.33,0,
4,52.903,4,0.151331,1.361016,8.993635,119.7525,-115.3876,-9.33,0,
4,53.003,4,0.1499395,1.34814,8.991223,119.0238,-115.3876,-9.33,0,
4,53.103,4,0.1483241,1.335504,9.003961,119.3688,-115.3879,-9.33,0,
4,53.203,4,0.1526056,1.374457,9.006593,119.1225,-115.3879,-9.33,0,
4,53.303,4,0.1454563,1.309671,9.003878,118.9625,-115.3882,-9.33,0,
4,53.403,4,0.1527134,1.373593,8.994582,119.9175,-115.3882,-9.33,0,
4,53.503,4,0.1511682,1.35949,8.993226,119.3013,-115.3882,-9.33,0,
4,53.603,4,0.1496557,1.347636,9.004909,119.1837,-115.3884,-9.33,0,
4,53.703,4,0.1544897,1.391779,9.008878,119.2937,-115.3885,-9.33,0,
4,53.803,4,0.1463956,1.318403,9.005754,119.1725,-115.3886,-9.33,0,
4,53.903,4,0.1532858,1.379211,8.997644,119.5912,-115.3884,-9.33,0,
4,54.003,4,0.1517413,1.364871,8.994722,119.1887,-115.3884,-9.33,0,
4,54.103,4,0.1483382,1.336037,9.006692,119.2075,-115.3882,-9.33,0,
4,54.203,4,0.1544212,1.39099,9.007763,118.9938,-115.3882,-9.33,0,
4,54.303,4,0.1466898,1.320848,9.00436,119.5863,-115.3883,-9.33,0,
4,54.403,4,0.1533226,1.37926,8.995806,119.6925,-115.3883,-9.33,0,
4,54.503,4,0.1528219,1.374418,8.993592,119.2437,-115.3883,-9.33,0,
4,54.603,4,0.1498799,1.349698,9.005199,119.47,-115.3882,-9.33,0,
4,54.703,4,0.1558693,1.404022,9.007686,119.1613,-115.388,-9.33,0,
4,54.803,4,0.1478696,1.331143,9.002137,119.6062,-115.3877,-9.33,0,
4,54.903,4,0.1527498,1.373785,8.993694,119.9187,-115.3876,-9.33,0,
4,55.003,4,0.1522198,1.368371,8.989443,119.2738,-115.3873,-9.33,0,
4,55.103,4,0.1482607,1.334523,9.001193,119.5113,-115.3874,-9.33,0,
4,55.203,4,0.154285,1.389483,9.005949,118.9525,-115.3875,-9.33,0,
4,55.303,4,0.1469147,1.322459,9.001543,119.745,-115.3875,-9.33,0,
4,55.403,4,0.1530002,1.375886,8.992706,119.3913,-115.3876,-9.33,0,
4,55.503,4,0.1521063,1.367592,8.991025,119.1725,-115.3878,-9.33,0,
4,55.603,4,0.1475909,1.328746,9.002899,119.4238,-115.3879,-9.33,0,
4,55.703,4,0.1554093,1.399787,9.0071,119.125,-115.3882,-9.33,0,
4,55.803,4,0.1467555,1.321378,9.00394,119.6513,-115.3882,-9.33,0,
4,55.903,4,0.1514909,1.362844,8.996211,119.8563,-115.3879,-9.33,0,
4,56.003,4,0.153323,1.378578,8.991332,119.3237,-115.3878,-9.33,0,
4,56.103,4,0.1491287,1.342859,9.004701,119.2025,-115.388,-9.33,0,
4,56.203,4,0.1548017,1.394292,9.006955,118.9825,-115.3881,-9.33,0,
4,56.303,4,0.1477762,1.330831,9.005719,119.5737,-115.3883,-9.33,0,
4,56.403,4,0.1520834,1.368482,8.99823,119.2513,-115.3882,-9.33,0,
4,56.503,4,0.1516494,1.364065,8.994862,119.5475,-115.388,-9.33,0,
4,56.603,4,0.1462457,1.316692,9.003285,119.2638,-115.388,-9.33,0,
4,56.703,4,0.1549125,1.394968,9.004874,119.3637,-115.3879,-9.33,0,
4,56.803,4,0.1439468,1.295882,9.002509,119.5912,-115.3876,-9.33,0,
4,56.903,4,0.1494761,1.344594,8.995372,119.7138,-115.3876,-9.33,0,
4,57.003,4,0.1511021,1.358736,8.992174,119.46,-115.3876,-9.33,0,
4,57.103,4,0.1440467,1.297113,9.004807,119.4425,-115.3875,-9.33,0,
4,57.203,4,0.153486,1.381631,9.001673,119.1387,-115.3872,-9.33,0,
4,57.303,4,0.1442092,1.298015,9.000917,119.86,-115.3872,-9.33,0,
4,57.403,4,0.1481186,1.33187,8.99192,119.505,-115.387,-9.33,0,
4,57.503,4,0.151579,1.362321,8.987533,119.3063,-115.3871,-9.33,0,
4,57.603,4,0.1468385,1.321332,8.998543,119.0738,-115.3871,-9.33,0,
4,57.703,4,0.1530992,1.377932,9.000252,119.3925,-115.3871,-9.33,0,
4,57.803,4,0.1455259,1.309589,8.999013,119.8563,-115.387,-9.33,0,
4,57.903,4,0.1489116,1.339047,8.992224,119.2762,-115.387,-9.33,0,
4,58.003,4,0.1522264,1.368004,8.986641,119.3363,-115.387,-9.33,0,
4,58.103,4,0.1466356,1.319419,8.997948,119.37,-115.387,-9.33,0,
4,58.203,4,0.1546202,1.39121,8.997599,119.5737,-115.3869,-9.33,0,
4,58.303,4,0.1456486,1.310888,9.000351,119.5263,-115.3869,-9.33,0,
4,58.403,4,0.1488876,1.338758,8.991735,118.9962,-115.3869,-9.33,0,
4,58.503,4,0.1522352,1.368098,8.986743,119.1625,-115.3869,-9.33,0,
4,58.603,4,0.1468929,1.321572,8.996842,118.8863,-115.3872,-9.33,0,
4,58.703,4,0.1542527,1.388021,8.99836,119.5512,-115.3872,-9.33,0,
4,58.803,4,0.1461745,1.315402,8.998849,119.5987,-115.387,-9.33,0,
4,58.903,4,0.1500967,1.349715,8.992304,119.0575,-115.387,-9.33,0,
4,59.003,4,0.1521787,1.367657,8.987177,119.425,-115.387,-9.33,0,
4,59.103,4,0.1473235,1.325603,8.997902,119.1988,-115.387,-9.33,0,
4,59.203,4,0.1531621,1.378117,8.997768,119.32,-115.3872,-9.33,0,
4,59.303,4,0.1474229,1.326921,9.000778,119.9925,-115.3873,-9.33,0,
4,59.403,4,0.1492524,1.342337,8.993737,119.0888,-115.3874,-9.33,0,
4,59.503,4,0.1537325,1.381851,8.988675,119.4088,-115.3877,-9.33,0,
4,59.603,4,0.1467583,1.320985,9.001087,118.9,-115.3878,-9.33,0,
4,59.703,4,0.1528949,1.376477,9.002766,119.3975,-115.3881,-9.33,0,
4,59.803,4,0.1470622,1.32431,9.005103,119.565,-115.3881,-9.33,0,
4,59.903,4,0.1484867,1.336186,8.998688,119.0313,-115.388,-9.33,0,
4,60.003,4,0.153308,1.378474,8.991536,119.3475,-115.388,-9.33,0,
4,60.103,4,0.1453843,1.308774,9.002168,119.1413,-115.3881,-9.33,0,
4,60.203,4,0.1522267,1.37067,9.004141,119.9238,-115.3882,-9.33,0,
4,60.303,4,0.1475963,1.329227,9.005825,119.5475,-115.3881,-9.33,0,
4,60.403,4,0.1483233,1.334513,8.997329,119.2775,-115.3878,-9.33,0,
4,60.503,4,0.1543058,1.387054,8.988991,119.1737,-115.3879,-9.33,0,
4,60.603,4,0.1469599,1.322767,9.000874,119.0512,-115.3881,-9.33,0,
4,60.703,4,0.1511871,1.361185,9.003314,119.6513,-115.3883,-9.33,0,
4,60.803,4,0.147249,1.325963,9.004902,119.325,-115.3883,-9.33,0,
4,60.903,4,0.1465391,1.318702,8.998973,119.1312,-115.3881,-9.33,0,
4,61.003,4,0.1534632,1.379601,8.989783,119.3175,-115.388,-9.33,0,
4,61.103,4,0.1475258,1.328041,9.002097,119.065,-115.388,-9.33,0,
4,61.203,4,0.150189,1.352313,9.004072,119.5675,-115.3882,-9.33,0,
4,61.303,4,0.1466584,1.320741,9.005558,119.5488,-115.3883,-9.33,0,
4,61.403,4,0.1476253,1.328366,8.998227,119.1187,-115.388,-9.33,0,
4,61.503,4,0.1529459,1.374866,8.989229,119.1988,-115.3881,-9.33,0,
4,61.603,4,0.1458014,1.312265,9.00036,119.2363,-115.3883,-9.33,0,
4,61.703,4,0.1499161,1.349936,9.004604,119.79,-115.3883,-9.33,0,
4,61.803,4,0.1461905,1.316484,9.005264,119.1387,-115.3881,-9.33,0,
4,61.903,4,0.1474563,1.326775,8.99775,119.1512,-115.3884,-9.33,0,
4,62.003,4,0.1528085,1.37397,8.991446,119.1625,-115.3885,-9.33,0,
4,62.103,4,0.1464745,1.318793,9.003568,119.4738,-115.3887,-9.33,0,
4,62.203,4,0.1499476,1.350614,9.007243,119.9037,-115.3888,-9.33,0,
4,62.303,4,0.1496079,1.34776,9.008615,119.1837,-115.3886,-9.33,0,
4,62.403,4,0.1460122,1.314331,9.001514,119.27,-115.3885,-9.33,0,
4,62.503,4,0.1528466,1.374278,8.991226,119.2525,-115.3886,-9.33,0,
4,62.603,4,0.1469768,1.323287,9.003372,119.4225,-115.3887,-9.33,0,
4,62.703,4,0.1512372,1.362003,9.005741,119.9425,-115.3885,-9.33,0,
4,62.803,4,0.1496416,1.347886,9.007432,119.5025,-115.3884,-9.33,0,
